,Unnamed: 0,license,location,pmcid,pmid,doi,pubdate,source,number,text,software,version,ID,curation_label,software_upper,mention_counts
34,240557,,,,,10.1128/mSystems.00080-18,2018,DISCUSSION,3," Similar false-positive rates for ancient and modern data sets are therefore highly desirable, and programs such as MALT and MetaPhlAn2 are more suitable than CLARK-S, MIDAS, and QIIME/UCLUST for these analyses as the ancient and modern sample false-positive rates are comparable both pre- and postfiltering",MetaPhlAn2,,SM8527,software,METAPHLAN2,2410
35,68621,comm,comm/Healthcare_(Basel)/PMC4934627.nxml,4934627,27417809.0,10.3390/healthcare3040995,2015,1. Background,4,"Several online assessment tools, such as the popular MeTree risk assessment software or the U.S",MeTree,,SM152163,software,METREE,561
36,189883,,,,,10.3389/fnins.2018.00530,2018,3. MEG and EEG data preprocessing,16," In MNE, this can be achieved by removing trials whose peak-to-peak amplitude exceeds a certain rejection threshold",MNE,,SM28482,software,MNE,2721
37,88729,comm,comm/Front_Aging_Neurosci/PMC5840148.nxml,5840148,29551970.0,10.3389/fnagi.2018.00052,2018,Data Analysis,14,"The extent of each injection site in terms of its width (W, measured parallel to the cortical layers) and length (L, measured across the injected layers) was evaluated, using the Line Measure Tool of the Neurolucida software (MicroBrightField, Williston, VT, USA), in the sections covering the center of each injection site (Table 1)",Neurolucida,,SM8043,software,NEUROLUCIDA,5187
38,72236,comm,comm/J_Anim_Sci_Biotechnol/PMC6337837.nxml,6337837,30675348.0,10.1186/s40104-018-0309-2,2019,Histomorphological variables,20,NIS-Elements F software was used for image capturing,NIS-Elements F,,SM44493,software,NIS-ELEMENTS F,192
39,156687,comm,comm/Front_Physiol/PMC7952326.nxml,7952326,33716795.0,10.3389/fphys.2021.646023,2021,Implementation,15,On overview of the OpenEP architecture is shown in Figure 1,OpenEP,,SM749306,software,OPENEP,469
40,105376,comm,comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC3011730.nxml,3011730,21589313.0,10.1107/S1600536810048191,2010,fig_caption,0,"ORTEPII (Johnson, 1976) plot of the title compound",ORTEPII,,SM13470,software,ORTEPII,293
41,67859,,,,,10.1186/gb-2012-13-10-r91,2012,Microarray analysis,0, CEL files containing raw data were then pre-processed and analyzed with Partek Genomic Suite 6,Partek Genomic Suite,,SM8057,software,PARTEK GENOMIC SUITE,1221
42,37703,,,,,10.1007/s00253-016-7937-2,2016,Data analysis,1,We analysed the microarray signal of each probes and for each biological target under PermutMatrix developed for microarray analyses (Caraux and Pinloche ,PermutMatrix,,SM49892,software,PERMUTMATRIX,433
43,20453,comm,comm/PLoS_One/PMC3815100.nxml,3815100,24223880.0,10.1371/journal.pone.0079061,2013,Generation of 16S rRNA sequence data,13,Sequences were edited and contigs assembled using Phred/Phrap/Consed [47],Phred/Phrap/Consed,,SM51404,software,PHRED/PHRAP/CONSED,337
44,76226,comm,comm/Ecol_Evol/PMC4328766.nxml,4328766,25691985.0,10.1002/ece3.1398,2015,Genomic SNP phylogenetic analyses,17,"To corroborate the SNPRelate results, we calculated genomic differentiation (mean FST) of the informative sites using PoPoolation2 1.201 (Kofler et al",PoPoolation2,1.201,SM54197,software,POPOOLATION2,284
45,66581,comm,comm/Eur_Phys_J_C_Part_Fields/PMC5408996.nxml,5408996,28515663.0,10.1140/epjc/s10052-017-4766-0,2017,Data and simulation samples,11,"The nominal sample is simulated using the NLO Powheg-Box v2 matrix-element (ME) generator [15–17], referred to as Powheg in the following, and Pythia6 [18] (v6.427) for the parton shower (PS), hadronisation and underlying event",Powheg,,SM669821,software,POWHEG,666
46,91692,,,,,10.1186/s12859-020-03621-3,2020,Discussion,3," Secondly, although RFECS predicted proportionally more short enhancers of length 100 bp compared to PREPRINT, the prediction scores of RFECS usually increased and decreased smoothly along the genome, resulting in very wide prediction windows and possibly uncertain predictions",PREPRINT,,SM123926,software,PREPRINT,345
47,203728,comm,comm/ISPRS_J_Photogramm_Remote_Sens/PMC6946440.nxml,6946440,31929682.0,10.1016/j.isprsjprs.2019.11.004,2020,Experimental setup,35,The proposed framework is implemented using Pytorch,Pytorch,,SM3047,software,PYTORCH,6642
48,237120,,,,,10.1093/nar/gkaa759,2020,fig_caption,6,1c is comparable to cPDS and better than QUMA-1 in inhibiting ,QUMA,,SM14639,software,QUMA,522
49,118040,comm,comm/Retrovirology/PMC4227095.nxml,4227095,24996694.0,10.1186/1742-4690-11-56,2014,Testing the feasibility of haplotype reconstruction using simulated datasets,15,"Due to the large number of spurious haplotypes predicted by ShoRAH and QuRe, the predicted haplotype frequencies do not match with the true frequencies (results not shown), whereas the haplotype frequencies predicted by PredictHaplo were accurate (as shown in Figure 1C)",QuRe,,SM85081,software,QURE,372
50,94153,comm,comm/BMC_Syst_Biol/PMC3292844.nxml,3292844,22172142.0,10.1186/1752-0509-5-198,2011,Background,1,"Here, we describe SED-ML and its development process as a community project in detail.",SED-ML,,SM108336,software,SED-ML,254
51,226692,,,,,10.1093/database/baz117,2020,Benchmark use case,7,"The performances of 23 methods (FATHMM, fitCons, LRT, MutationAssessor, MutationTaster, PlyPhen humdiv and humvar versions, PROVEAN, SIFT, VEST3, GERP++, phastCons, phyloP, SiPhy, CADD, DANN, Eigen, FATHMM-MKL, GenoCanyon, M-CAP, MetaLR, MetaSVM and REVEL) were tested on three datasets: ClinVar and two protein-specific sets for TP53 and PPARG (",SiPhy,,SM109135,software,SIPHY,451
52,20281,comm,comm/Int_J_Mol_Sci/PMC8002395.nxml,8002395,33802812.0,10.3390/ijms22063069,2021,fig_caption,0,Simulation and maps were created in SnapGene software.,SnapGene,,SM6328,software,SNAPGENE,1348
53,68172,,,,,10.1016/j.neuroimage.2019.116184,2019,Post hoc analysis of hemispheric differences,0, The resulting 2 x 2 x 2 x 2 x 2 x 2 analysis was conducted in SPSS using a repeated measures ANOVA and a statistical threshold of p  <  0,SPSS,,SM165,software,SPSS,1424650
54,147336,,,,,10.3390/ani10020247,2020,2.5. Statistical Analyses,0,All data were analysed using Statistical Analysis Software Version 9,Statistical Analysis,,SM45389,software,STATISTICAL ANALYSIS,1187
55,72675,comm,comm/BMC_Bioinformatics/PMC8323484.nxml,8323484,34058987.0,10.1186/s12859-021-04189-2,2021,SMOTE sampling data and stage classification  performance,13,"The identified six miRNA signature was used to build prediction model based on five ML algorithms—SVMR, LR, Naïve Bayes, avNNet and KNN",SVMR,,SM21099,software,SVMR,721
56,102412,comm,comm/Genome_Announc/PMC5356056.nxml,5356056,28302779.0,10.1128/genomeA.00032-17,2017,GENOME ANNOUNCEMENT,2,"Automated annotation was performed using the Rapid Annotations using Subsystems Technology (RAST) annotation server (9), and overview of the annotated genome was completed with the SEED viewer (10)",Technology (RAST),,SM6144,software,TECHNOLOGY (RAST),194
57,145588,comm,comm/J_Biol_Chem/PMC4319003.nxml,4319003,25505265.0,10.1074/jbc.M114.614578,2015,Bioinformatic Analysis of HHAT Topology,23,S1) (23) using both the TOPCONS and MEMSAT-SVM prediction algorithms (the data for human HHAT sequence are shown in Fig,TOPCONS,,SM1036,software,TOPCONS,925
58,166419,,,,,10.1186/s12859-015-0509-0,2015,Identification of X-linked genes,0,"In order to obtain transcripts of putative X-linked genes, all mother reads were assembled into contigs with Trinity assembler [",Trinity assembler,,SM48483,software,TRINITY ASSEMBLER,424
59,117794,comm,comm/PLoS_One/PMC4351984.nxml,4351984,25748426.0,10.1371/journal.pone.0119145,2015,Quasispecies reconstruction,21,"Another set of programs, V-Phaser [34] and V-Phaser 2 [35], were not employed, as these programs can only be used on the Linux platform.",V-Phaser,2,SM30404,software,V-PHASER,238
60,141413,comm,comm/Mol_Genet_Genomic_Med/PMC6978229.nxml,6978229,31830774.0,10.1002/mgg3.1057,2019,Exome Sequencing and Association Analysis,11,"Following separation into two immunophenotypic groups, the VAAST 2.0 algorithm was run assuming dominant inheritance, incomplete penetrance, and locus heterogeneity",VAAST,2,SM92122,software,VAAST,556
61,36712,comm,comm/Vavilovskii_Zhurnal_Genet_Selektsii/PMC7716540.nxml,7716540,33659835.0,10.18699/VJ20.643,2020,Results,6,"For each variant of the modified gRNA, a secondary structure was predicted using RNAfold web server from the ViennaRNA software package (Lorenz et al., 2011)",ViennaRNA,,SM9664,software,VIENNARNA,829
62,234453,,,,,10.1186/1746-1596-7-48,2012,paper_abstract,0, The discussion also centres around how to substantially define the mandatory standards and working conditions related to introducing VM,VM,,SM9572,software,VM,8085
63,26756,,,,,10.1109/JSEN.2021.3075109,2021,Materials and Methods,7,"Acceleration signals in a data segment with finger tapping motions, and its waveform or spectrum reconstructed by ICA, VMD, SSA or WSST",VMD,,SM1453,software,VMD,18099
64,15157,,,,,10.1101/2020.03.19.20038752,2020,Statistical analysis,0,VOS viewer was used to analyze the relations among highly cited references and productive authors,VOS viewer,,SM55656,software,VOS VIEWER,556
65,130929,,,,,10.3389/fvets.2021.657525,2021,Whole Tissue 3D Imaging,24,"The OpenSPIM whose name means the power to make changes in any research work, is a microscope, which uses a computer software on the Fiji open access platform (μManager), along with the open accessibility of microscopic hardware and provides researchers the ability to make changes to microscopic components in order to enhance the image quality of the microscope and does not require the use of a different types of microscope for different studies (",μManager,,SM2935,software,ΜMANAGER,574
﻿0,211307,,,,,10.1080/10618600.2019.1629941,2020,Bayesian Methods for Doubly Intractable Distributions,2,"Approximate Bayesian computation (ABC) methods (Beaumont, Zhang, and Balding ",ABC,,SM6698,software,ABC,28075
1,163107,comm,comm/Theor_Appl_Genet/PMC6208939.nxml,6208939,30078163.0,10.1007/s00122-018-3156-9,2018,Scenario 2: Effect of the level of inbreeding in parents,62,"In a few cases, the precision of imputation accuracy for PlantImpute was slightly higher than AlphaPlantImpute",AlphaPlantImpute,,SM631217,software,ALPHAPLANTIMPUTE,260
2,31744,,,,,10.1038/s41386-018-0041-9,2018,Results,355,Quantification: AMARES,AMARES,,SM32929,software,AMARES,610
3,181287,,,,,10.1186/s13195-018-0464-x,2019,Harvard APT vs. CFAB,0,Forty-six participants (29 CN and 17 MCI) performed both the Harvard APT and CFAB,APT,,SM25710,software,APT,4368
4,142329,,,,,10.1371/journal.pone.0179885,2017,Result,2,"ch means chains used in experiments, GBLUP: Genomic Best Linear Unbiased Prediction, PBayesA: multiple chains parallel BayesA, PBayesB: multiple chains parallel BayesB, PBayesCπ: multiple chains parallel BayesCπ",BayesA,,SM44880,software,BAYESA,1301
5,81836,comm,comm/BMC_Bioinformatics/PMC6545690.nxml,6545690,31159722.0,10.1186/s12859-019-2906-2,2019,Introduction,2,"Recently, a number of standalone error correction (EC) tools have been proposed which aim to identify and correct errors in sequencing data: ACE [5], BayesHammer [6], BFC [7], BLESS [8], BLESS 2 [9], Blue [10], Fiona [11], Karect [12], Lighter [13], Musket [14], Pollux [15], Quake [16], QuorUM [17], RACER [18], RECKONER [19], SGA-EC [20] and Trowel [21]",BayesHammer,,SM56946,software,BAYESHAMMER,284
6,160142,non_comm,non_comm/Nucleic_Acids_Res/PMC6144796.nxml,6144796,29846699.0,10.1093/nar/gky459,2018,PIPE-CLIP and annotation of BED files,7,The output file of enriched clusters for each sample was then annotated using Bedtools (31),Bedtools,,SM15754,software,BEDTOOLS,15048
7,97195,non_comm,non_comm/Mol_Syst_Biol/PMC2290939.nxml,2290939,18319725.0,10.1038/msb.2008.7,2008,,59,"All strongly connected components were extracted using the standard Tarjan's algorithm, implemented in BiNoM, and used in further analysis",BiNoM,,SM100507,software,BINOM,301
8,68717,comm,comm/Virol_J/PMC4802629.nxml,4802629,27000701.0,10.1186/s12985-016-0490-x,2016,Structural proteins,40,BLAST-P analysis of the amino-terminal sequences of the 61.7 and 74.1 kDa proteins showed matches to structural proteins of phages VP2 and VP5,BLAST-P,,SM6423,software,BLAST-P,404
9,58508,,,,,10.1177/1352458519886070,2020,Methods,2, Brain Extraction Tool,Brain Extraction Tool,,SM31678,software,BRAIN EXTRACTION TOOL,642
10,147444,comm,comm/J_Immunother_Cancer/PMC5905120.nxml,5905120,29665849.0,10.1186/s40425-018-0339-5,2018,,16,a In silico docking of an arm of sv6D (NQHTPRGG) to the carbohydrate-recognition domain of ASGPR-1 (accession number 1DV8) with CABS-dock (RMSD = 0.7611 Å) [60],CABS-dock,,SM25991,software,CABS-DOCK,328
11,15477,,,,,10.1108/IJBPA-06-2017-0029,2018,A comparative analysis between the five designed prototype blades,10," In ANSYS CFX, the pressure-velocity coupling was achieved using the Rhie-Chow Option, and all the interpolation and advection values were set at high resolution",CFX,,SM33345,software,CFX,2899
12,255857,,,,,10.1080/00107514.2018.1450720,2018,D-Wave’s annealing-based quantum computers,44,"That being said, Chimera is not the only connectivity structure that could be considered",Chimera,,SM1034,software,CHIMERA,15529
13,128913,comm,comm/PLoS_One/PMC3777950.nxml,3777950,24069436.0,10.1371/journal.pone.0075688,2013,Analysis,12,"Offline analysis was performed using Clampfit (Molecular Devices, Silicon Valley, CA), Origin (OriginLab, Northampton, MA), MiniAnalysis (Synaptosoft, Decatur, GA), and custom-written Matlab (MathWorks, Natick, MA) programs",Clampfit,,SM2892,software,CLAMPFIT,8493
14,8901,non_comm,non_comm/EBioMedicine/PMC7851772.nxml,7851772,33529999.0,10.1016/j.ebiom.2021.103220,2021,Immunofluorescence dose response,20,Columbus image analysis software from Perkin Elmer was used to identify and quantify the total p-Histone H3 staining intensity of each well,Columbus,,SM15244,software,COLUMBUS,1069
15,69775,,,,,10.1021/acsomega.8b00898,2018,Discussion,8, The methodology for the UB_2K39 ensemble analysis uses CONCOORD,CONCOORD,,SM11271,software,CONCOORD,311
16,171885,,,,,10.1186/s42523-020-00028-6,2020,Bioinformatics and statistical analyses,5,"Correlation network analysis (CoNet, [",CoNet,,SM6679,software,CONET,740
17,79649,,,,,10.1038/s41598-021-85027-6,2021,Introduction,11,We used a version of the Cyberball game established for EEG recording,Cyberball,,SM54219,software,CYBERBALL,3208
18,128436,comm,comm/PPAR_Res/PMC3539437.nxml,3539437,23319938.0,10.1155/2012/701412,2012,fig_caption,3,(c) Most typical molecular envelope of PPARγ2ΔNTD/RXRαΔNTD/PPRE generated by DAMMIF (beads model shown as a grey surface) together with the refined model by rigid body refinement using the program SASREF (fit to the experimental data with χR = 0.98),DAMMIF,,SM9881,software,DAMMIF,1240
19,70867,,,,,10.3748/wjg.v25.i9.1067,2019,MATERIALS AND METHODS,6,"In order to explore their function, the DEGs with known identities or homologous sequences and known functional definitions were categorized using the Database for Annotation, Visualization and Integrated Discovery (","Database for Annotation, Visualization and Integrated Discovery",,SM16960,software,"DATABASE FOR ANNOTATION, VISUALIZATION AND INTEGRATED DISCOVERY",480
20,164246,,,,,10.1371/journal.pgen.1005396,2015,Pull down assays,0," For histone peptide pull down assays, 1 μg of WT or mutated purified GST-DUET-PHD fusion protein were incubated with 1 μg biotinylated histone peptides (Upstate Millipore) were incubated together in binding buffer (50 mM Tris-Cl pH 7",DUET,,SM4661,software,DUET,1151
21,87384,comm,comm/BMC_Bioinformatics/PMC8130535.nxml,8130535,34000989.0,10.1186/s12859-021-04170-z,2021,Background,1,eCAVIAR [4] is another colocalization method that can also be applied to summary statistics (supplemented with LD information) that has the additional advantage of being able account for more than one causal variant in a region,eCAVIAR,,SM39365,software,ECAVIAR,449
22,88399,,,,,10.1007/s10989-019-09905-4,2019,Results and Discussion,6,"Validation of SUR1 model using RAMPAGE, PROCHECK, ProSA and ERRAT",ERRAT,,SM606,software,ERRAT,2600
23,19365,,,,,10.1088/1361-6463/aac04f,2018,Result and discussion,7,"The latter hypothesis was strengthened by recording STED-FCS data of 40 nm gold nanoparticles on a less fluid SLB, composed at 90% of DOPC and 10% cholesterol",FCS,,SM7749,software,FCS,8023
24,74774,non_comm,non_comm/Biochemistry/PMC2667316.nxml,2667316,19243132.0,10.1021/bi900087w,2009,X-ray Absorption Spectroscopy,11,Theoretical EXAFS phase and amplitude parameters were calculated using FEFF (Macintosh version 8.4) (24−26) and the published crystal structure of MCRred1−silent (PDB entry 1MRO) (27) as the initial starting model,FEFF,,SM2432,software,FEFF,545
25,83994,,,,,10.1186/s13073-019-0695-x,2019,Implementation,4," Hence, maximization of the FIREVAT objective function is an abstraction of the multiobjective optimization problem that yields Pareto optimal values of the four aforementioned criteria [",FIREVAT,,SM313008,software,FIREVAT,339
26,180282,comm,comm/PLoS_One/PMC3384600.nxml,3384600,22761941.0,10.1371/journal.pone.0039987,2012,Software Implementation,26,The source code for FusionFinder is made freely available from our website under the GNU General Public License (GPL).,FusionFinder,,SM76992,software,FUSIONFINDER,261
27,58496,,,,,10.1371/journal.pone.0063467,2013,Results,12,"This diagram, prepared using Gene Spring Software, illustrates the known direct interactions between the proteins encoded by 56 genes at 1 h and 62 genes at 24 h (p<0",Gene Spring,,SM16654,software,GENE SPRING,969
28,138585,,,,,10.1186/1471-2164-15-86,2014,Results,14,"We evaluated the 32 GLEAN sets based on several criteria, including overlap with a conservative evidence-based set (RefSeq), transcript sequences, peptides and the CEGMA [",GLEAN,,SM7297,software,GLEAN,577
29,221642,,,,,10.1007/s11119-020-09766-8,2020,Materials and methods,17,"Two geostatistical methods were applied: The Geophilus’ point-based sensor data were interpolated using the geostatistical method of ordinary kriging, and block kriging was applied for the soil pH and OpticMapper data (R package ‘gstat’; Pebesma (",gstat,,SM19092,software,GSTAT,303
30,201230,comm,comm/Cancers_(Basel)/PMC7140073.nxml,7140073,32183322.0,10.3390/cancers12030688,2020,4.2.7. Immunohistochemistry (IHC),71,"Analysis for investigated markers expression was done using HistoQuest 6.0 software provided by TissueGnostic (Vienna, Austria, Europe)",HistoQuest,6.0,SM30946,software,HISTOQUEST,692
31,99891,non_comm,non_comm/PLoS_Genet/PMC3040645.nxml,3040645,21379321.0,10.1371/journal.pgen.1001306,2011,Illumina sequencing,35,Fluorescent images were converted into base pair calls using the Illumina Pipeline software,Illumina Pipeline,,SM7411,software,ILLUMINA PIPELINE,654
32,205601,non_comm,non_comm/Oncol_Lett/PMC7988698.nxml,7988698,33777219.0,10.3892/ol.2021.12657,2021,Western blotting,12,"Protein expression was measured using Image-Pro® Plus software (version 6.0; Media Cybernetics, Inc.).",Image-Pro® Plus,,SM27481,software,IMAGE-PRO® PLUS,294
33,72183,comm,comm/Am_J_Trop_Med_Hyg/PMC7470551.nxml,7470551,32342837.0,10.4269/ajtmh.19-0613,2020,RESULTS,25,HIV/AIDS mortality appears generally lower in azithromycin communities using InterVA and diarrhea mortality generally lower using SmartVA; no such patterns are evident for malaria mortality.,InterVA,,SM40403,software,INTERVA,3262
34,42951,,,,,10.3389/fpls.2021.667013,2021,Discussion,1,All the 20 groups of kinases detectable by iTAK tool were found in cowpea,iTAK,,SM130492,software,ITAK,479
35,170749,comm,comm/PLoS_One/PMC3909230.nxml,3909230,24498188.0,10.1371/journal.pone.0087767,2014,miRNA Microarray Assay,8,Unsupervised Hierarchical Clustering was performed for the differentially expressed miRNAs with P<0.01 using Cluster 3.0 and Java TreeView-1.1.6-win.,Java TreeView,TreeView-1.1.6-win,SM3009,software,JAVA TREEVIEW,1066
36,330640,,,,,10.3892/or.2020.7881,2021,Materials and methods,7,"The Kaplan-Meier plotter is an open-access analysis tool, (KM plotter, ",KM,,SM28454,software,KM,3494
37,222755,,,,,10.1038/s41598-017-14698-x,2017,fig_caption,1,"LAMP primers, Molecular Beacon (MB) DNA probes design, and off-chip LAMP reactions",LAMP,,SM1233,software,LAMP,13076
38,71183,comm,comm/BMC_Genomics/PMC4654818.nxml,4654818,26589282.0,10.1186/s12864-015-1989-z,2015,Phylogenetic analysis of PiggyBac elements,55,"Duplicate hits were manually removed before sequences were aligned using M-Coffee [110], combining the results of alignments using Muscle [111], Mafft [112], ProbCons [113], PCMA [114], and Fsa [115]",M-Coffee,,SM10557,software,M-COFFEE,322
39,80809,,,,,10.1038/s41598-019-52382-4,2019,Characterization,0,"The structures and surface morphologies of vertically etched Si nanowires were characterized during MACE and ACE processes by using the scanning electron microscope (SEM, Hitachi S-4800) and the transmission electron microscope (TEM, Tecnai G2 F30)",MACE,,SM22195,software,MACE,1975
40,128419,comm,comm/Blood_Cancer_J/PMC6232163.nxml,6232163,30420667.0,10.1038/s41408-018-0148-6,2018,Discriminating leukemia-related mutations from genetic polymorphisms and passenger mutations,9,"The second approach is based on the hypothesis that mutations with “damaging” functional impact, predicted by tools like SIFT, MutationAssessor or MAPP, are more likely to represent driver mutations than those with little (if any) predicted impact",MAPP,,SM135855,software,MAPP,1576
41,102588,comm,comm/Sensors_(Basel)/PMC5298667.nxml,5298667,28067801.0,10.3390/s17010094,2017,2. System Overview,14,"MALTLAB/Simulink also offers hardware support for receiving and sending data directly from MATLAB/Simulink to lab instruments, data acquisition systems, image and video acquisition modules",MATLAB/Simulink,,SM61861,software,MATLAB/SIMULINK,673
42,68311,,,,,10.1016/j.neuroimage.2019.116186,2019,Estimating CV from MRI-derived parameters,8,mcDESPOT MRI data were simulated using the Quantitative Imaging Toolbox (QUIT) (,mcDESPOT,,SM306529,software,MCDESPOT,584
43,125586,comm,comm/Front_Physiol/PMC5011150.nxml,5011150,27656147.0,10.3389/fphys.2016.00360,2016,,41,Correlation between cavity-lining residues identified by the PoreWalker Algorithm and Pore-Lining residues predicted by MEMSAT-SVM.,MEMSAT-SVM,,SM7490,software,MEMSAT-SVM,282
44,165544,,,,,10.7554/eLife.37342,2018,Discussion,4, The MB-MetaD simulations (,MetaD,,SM3027,software,METAD,760
45,270632,,,,,10.1186/1471-2148-11-38,2011,Methods,12,"Contemporary gene flow (M) among populations, and groups of populations, defined by mtDNA and microsatellite analyses, was estimated with a maximum likelihood coalescent approach using microsatellite data and MIGRATE v",MIGRATE,,SM61295,software,MIGRATE,2539
46,46426,comm,comm/PLoS_One/PMC2864768.nxml,2864768,20463925.0,10.1371/journal.pone.0010499,2010,Flow Cytometry analysis,30,"The histogram of DNA distribution was modeled as a sum of G1, G2/M, S phase, and an sub-G1 population, by using ModFitLT software",ModFitLT,,SM32864,software,MODFITLT,361
47,60477,comm,comm/Sensors_(Basel)/PMC7218856.nxml,7218856,32326498.0,10.3390/s20082230,2020,1. Introduction,5,"In this paper, we propose a hybrid decomposition-based multi-objective evolutionary algorithm with adaptive neighborhood sizes (EN-MOEA/ACD-NS), which dynamically imposes some constraints on the objectives, and compare the improved algorithm with the MOEA/D, MOEA/ACD, MOEA/ACD-NS, and EN-MOEA/D on the MOPs and unconstrained function (UF) problems in the Congress on Evolutionary Computation (CEC) 2009 standard test instances [31]",MOEA/D,,SM70979,software,MOEA/D,321
48,204180,,,,,10.1038/s41598-017-12888-1,2017,Benchmarking,2," Lastly, we benchmarked an ensemble of complementary methods (MuSic, MutSigCV, OncodriveFM, OncodriveClust) including and not including cDriver",MutSigCV,,SM16179,software,MUTSIGCV,1481
49,139249,comm,comm/Int_J_Mol_Sci/PMC6801521.nxml,6801521,31569399.0,10.3390/ijms20194828,2019,3.10. Molecular Dynamic (MD) Simulations,48,Molecular dynamic (MD) simulation was performed using NAMD2.11 with a Charmm36 force field [56],NAMD2,NAMD2.11,SM56877,software,NAMD2,623
50,40922,non_comm,non_comm/Mol_Biol_Cell/PMC3093322.nxml,3093322,21411634.0,10.1091/mbc.E10-10-0799,2011,Live cell imaging,49,"NIS-Elements AR 3.0, Imaris 6.3.1 (Bitplane), and Image J 1.41(NIH) software were used for image analysis.",NIS-Elements AR,3.0,SM15787,software,NIS-ELEMENTS AR,1029
51,75667,,,,,10.1371/journal.pone.0032172,2012,Immunofluorescence,0, Olympus Fluoview software version 1,Olympus Fluoview,,SM7597,software,OLYMPUS FLUOVIEW,646
52,76535,,,,,10.3928/23258160-20210518-06,2021,OCTA Assessment,0," All scans of the three plexuses (SVP, ICP, DCP) were converted into binary images (Otsu Automated Local Threshold) for the assessment of vascular density in two 300 μm-wide circular zones with an Analyze Particles function (",Otsu,,SM16092,software,OTSU,1744
53,66409,non_comm,non_comm/Biochem_Biophys_Rep/PMC7857074.nxml,7857074,33558851.0,10.1016/j.bbrep.2021.100938,2021,Materials and methods,5,"Also, PANTHER [5] and Reactome [6] were used for pathway analysis",PANTHER,,SM1174,software,PANTHER,25455
54,116961,comm,comm/mBio/PMC7683401.nxml,7683401,33203758.0,10.1128/mBio.02634-20,2020,16S rRNA gene extraction and diversity metrics.,45,16S rRNA gene-carrying reads were extracted from the metagenomes using Parallel-META (47),Parallel-META,,SM87843,software,PARALLEL-META,168
55,222965,,,,,10.5812/ijem.95216,2019,paper_abstract,0," Here, we have described a simple reproducible method for extracting data from graphs using Adobe Photoshop",Photoshop,,SM1337,software,PHOTOSHOP,32465
56,60642,comm,comm/Front_Microbiol/PMC6923652.nxml,6923652,31921040.0,10.3389/fmicb.2019.02860,2019,fig_caption,2,The two primer sets are design by PrimerExplorer using MSA result of non-redundant nuc gene sequences,PrimerExplorer,,SM6349,software,PRIMEREXPLORER,574
57,68786,comm,comm/PLoS_One/PMC5741256.nxml,5741256,29272300.0,10.1371/journal.pone.0190376,2017,Analyses,9,We were unable to fit random effects as part of the singing rate ZIP analysis because models would not converge in package pscl,pscl,,SM46003,software,PSCL,356
58,167057,comm,comm/Chem_Sci/PMC8047729.nxml,8047729,33889379.0,10.1039/d0sc02159h,2020,Discussion,18,"In addition to superior correlation, PyRosetta provided an accurate ranking of relative affinities of the compound set, whereas Autodock only correctly predicted the highest and lowest affinity compounds (ESI, Table S1†)",PyRosetta,,SM64705,software,PYROSETTA,583
59,74548,comm,comm/Eur_Phys_J_C_Part_Fields/PMC6129394.nxml,6129394,30215627.0,10.1140/epjc/s10052-018-6081-9,2018,Systematic uncertainties,72,For an uncertainty in the hard-scatter process generation is assessed using samples generated using Powheg+Pythia8 to compare with MG5_aMC@NLO+Pythia8,Pythia8,,SM669836,software,PYTHIA8,191
60,241034,,,,,http://dx.plos.org/10.1371/journal.pone.0031453,2012,Phylogenetic analysis and molecular divergence time,1,The phylogeny estimated by RAxML and BEAST were congruent with each other and the topologies were overall highly supported,RAxML,,SM1408,software,RAXML,42424
61,144008,comm,comm/PLoS_One/PMC4028231.nxml,4028231,24846307.0,10.1371/journal.pone.0097725,2014,Hybrid Method: RNABindRPlus,60,We refer to this hybrid model as RNABindRPlus.,RNABindRPlus,,SM89607,software,RNABINDRPLUS,220
62,275280,,,,,10.1155/2017/9387102,2017,2. Experimental,29,The structure of ligand was built using the Schrödinger Maestro [,Schrödinger Maestro,,SM56127,software,SCHRÖDINGER MAESTRO,532
63,264352,,,,,10.1038/s41594-020-0443-3,2020,ChIP–seq analysis,0,"For ChIP–seq analysis, data was analyzed using SeqMonk software",SeqMonk,,SM32987,software,SEQMONK,973
64,124274,,,,,10.1093/cdn/nzaa106,2020,Strain effects,0, The VIP score algorithm is copyright protected by SIMCA (,SIMCA,,SM2902,software,SIMCA,12569
65,174665,comm,comm/BMC_Genomics/PMC4234207.nxml,4234207,24472686.0,10.1186/1471-2164-15-80,2014,Comparison of constructed and existing FoxA TFBS models,26,"Thus SiteGA performed the best among models not derived from ChIP-Seq data, most probably because of its additional information relating distant sequence positions [12] (Figure 5A,B)",SiteGA,,SM100364,software,SITEGA,258
66,200013,comm,comm/Clim_Change/PMC7175699.nxml,7175699,32355374.0,10.1007/s10584-016-1769-z,2016,Sea level affects marshes model,10,"While SLAMM includes wetland categories other than mangrove forest, mangroves is the only wetland type considered for tropical coastal systems (tropical coastal systems are defined in the model as sites containing 0.5 % or more total land coverage by mangroves, SLAMM 6.2, Technical documentation, page 40)",SLAMM,,SM479260,software,SLAMM,878
67,171765,,,,,10.3389/fimmu.2019.01515,2019,Organizing Single cells as Clusters for Sub-type Classification,0, SPADE or spanning-tree progression analysis of density-normalized events organizes cellular populations into hierarchies based on similar phenotypes (,SPADE,,SM4985,software,SPADE,3796
