Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
697,,,,,10.1109/ACCESS.2021.3094723,2021,GAN,2,The CGAN has additional class label information concatenated in the input layer of the generator and discriminator network,CGAN,,SM67073,software,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,10.1186/1471-2105-7-339,2006,Supplementary Material,0,"2199, MatchMaker results with different parameter settings (Tables S1–S3), scaling of Match -> Align computation time (Figure S1)",MatchMaker,,SM8416,software,321,,,,,,,,,,,,MatchMaker,Matchmaker,Github API,https://github.com/lypeer/Matchmaker, Plugin to easy your work on Wechat Weapp . This can help you inject functions to js file .,https://github.com/lypeer/Matchmaker,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,10.1126/sciadv.abf5632,2021,METHODS,6,Single-particle analysis was performed in Relion version 3,Relion,,SM14357,software,10025,,,,,,,,,,,,Relion,Relion,Github API,https://github.com/leschzinerlab/Relion,Scripts for using the Relion package for single particle cryo-electron microscopy (cryo-EM) ,https://github.com/leschzinerlab/Relion,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,Relion,RELION,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016274,Software for determination of cryo-EM structures. It employs an empirical Bayesian approach to refinement of (multiple) 3D reconstructions or 2D class averages in electron cryo-microscopy.,['http://www2.mrc-lmb.cam.ac.uk/relion'],[],[None],FALSE,SCR_016274,"['http://www.ncbi.nlm.nih.gov/pubmed/23000701', '(RELION, RRID:SCR_016274)']",['relion'],,,,,,,,,,,
700,comm,comm/F1000Res/PMC5814748.nxml,5814748,295115310,10.12688/f1000research.13511.3,2018,Optimizing the smoothing parameters by cluster robustness,30,"One such data-driven statistic is the proportion of samples assigned to robust clusters; following application of netSmooth, the robust clustering procedure is able to assign more samples to statistically robust clusters",netSmooth,,SM125122,software,165,,,,,,,,,,,,netSmooth,netSmooth,Github API,https://github.com/BIMSBbioinfo/netSmooth,netSmooth: A Network smoothing based method for Single Cell RNA-seq imputation,https://github.com/BIMSBbioinfo/netSmooth,,TRUE,,,,,,,,,,,netSmooth,netSmooth,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/netSmooth.html,Network smoothing for scRNAseq,['https://github.com/BIMSBbioinfo/netSmooth'],GPL-3,https://github.com/BIMSBbioinfo/netSmooth,TRUE,https://doi.org/doi:10.18129/B9.bioc.netSmooth,,,,,,,,,,,,,,,,,,,,,,,
701,comm,comm/eLife/PMC8211447.nxml,8211447,341007150,10.7554/eLife.64911,2021,Patch-clamp electrophysiology,62,"?14 mV calculated using JCal from the Clampex software, Molecular Devices) was not corrected",Clampex,,SM2891,software,3068,,,,,,,,,,,,Clampex,ElectrophysiologyScripts,Github API,https://github.com/BrohawnLab/ElectrophysiologyScripts,A collection of Scripts for analyzing .abf files recorded in Clampex,https://github.com/BrohawnLab/ElectrophysiologyScripts,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,comm,comm/PLoS_Comput_Biol/PMC6837550.nxml,6837550,316582510,10.1371/journal.pcbi.1007396,2019,Data collection and pre-processing,38,"eggNOG-mapper works by using either HMMER to match input sequences to hidden Markov models based on pre-calculated orthogroup alignments, or DIAMOND to match directly to proteins, which are then used as seeds to match the sequence to the associated orthogroups",eggNOG-mapper,,SM672,software,520,,,,,,,,,,,,eggNOG-mapper,eggnog-mapper,Github API,https://github.com/eggnogdb/eggnog-mapper,Fast genome-wide functional annotation through orthology assignment,https://github.com/eggnogdb/eggnog-mapper,AGPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,eggNOG-mapper,eggNOG-mapper,SciCrunch API,https://scicrunch.org/browse/resources/SCR_021165,Software tool for functional annotation of large sets of sequences based on fast orthology assignments using precomputed eggNOG v5.0 clusters and phylogenies.,['http://eggnog-mapper.embl.de'],[],[None],TRUE,SCR_021165,"['http://www.ncbi.nlm.nih.gov/pubmed/28460117', '(eggNOG-mapper, RRID:SCR_021165)']",['eggnog-mapper'],,,,,,,,,,,
703,non_comm,non_comm/Invest_Ophthalmol_Vis_Sci/PMC7401455.nxml,7401455,323153780,10.1167/iovs.61.4.27,2020,Viscoelastic Properties of the LC,18,A simulated stress relaxation test was performed in FEBio to verify that the predicted stress value as a function of time agrees with the experimental stress behavior,FEBio,,SM33457,software,689,,,,,,,,,,,,FEBio,FEBio,Github API,https://github.com/febiosoftware/FEBio,FEBio Suite Solver,https://github.com/febiosoftware/FEBio,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,10.1080/00222933.2021.1975838,2021,Field-sampling,1,We analysed the recordings in Adobe Audition 3 (Adobe Systems Incorporated 2007),Adobe Audition,,SM40068,software,1527,,,,,,,,,,,,Adobe Audition,Types-for-Adobe,Github API,https://github.com/bbb999/Types-for-Adobe,"TypeScript types for Adobe: AfterEffects, Animate, Audition, Illustrator, InDesign, Photoshop, Premiere, ScriptUI.",https://github.com/bbb999/Types-for-Adobe,,FALSE,,,,,,,,,,,,,,,,,,,,,,Adobe Audition,Adobe Audition,SciCrunch API,https://scicrunch.org/browse/resources/SCR_015796,"Software for sound analysis, audio editing, and audio recording. It features multitrack, waveform, and spectral display for creating, mixing, editing, and restoring audio content for research or non-research purposes.",['http://www.adobe.com/products/audition.html'],[],[None],TRUE,SCR_015796,"[nan, '(Adobe Audition, RRID:SCR_015796)']",['adobe audition'],,,,,,,,,,,
705,,,,,10.3389/fmicb.2015.00652,2015,Determination of Released Dipicolinic Acid (DPA) after Pressure Treatments,5," The rate constants were regressively obtained (TableCurve 3D, SPSS Inc",TableCurve,,SM136544,software,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,comm,comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC3569206.nxml,3569206,234244080,10.1107/S1600536813001219,2013,fig_caption,0,An ORTEP diagram of the structure of [Mg(TPP)(H2O)2].(18-C-6) showing the atom-numbering scheme,ORTEP,,SM2524,software,9492,,,,,,,,,,,,ORTEP,ortep,Github API,https://github.com/ornl-ndav/ortep,ORTEP-III Oak Ridge Thermal Ellipsoid Plot Program for Crystal Structure Illustrations,https://github.com/ornl-ndav/ortep,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,non_comm,non_comm/Res_Pharm_Sci/PMC5333481.nxml,5333481,282553150,10.4103/1735-5362.199048,2017,Homology modeling and design mutant library,8,The quality of the models was then checked by a torsion angles analysis of the protein backbone with PROCHECK software(20) and Verify3D(21).,Verify3D,,SM11629,software,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,10.1016/j.str.2013.03.012,2013,Structure Determination,2,"The DYRK1A peptide complex and the DYRK2 structure were both solved by molecular replacement using Phaser, with the structure of the inhibitor-bound DYRK1A as a search molecule",Phaser,,SM908,software,8319,,,,,,,,,,,,Phaser,phaser,Github API,https://github.com/photonstorm/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",https://github.com/photonstorm/phaser,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,Phaser,Phaser,SciCrunch API,https://scicrunch.org/browse/resources/SCR_014219,Crystallographic software which solves structures using algorithms and automated rapid search calculations to perform molecular replacement and experimental phasing methods.,['https://www.phenix-online.org/documentation/reference/phaser.html'],['http://www.phaser.cimr.cam.ac.uk/index.php/Phaser_Crystallographic_Software'],[None],TRUE,SCR_014219,"['http://www.ncbi.nlm.nih.gov/pubmed/19461840', '(Phaser, RRID:SCR_014219)']",['phaser'],,,,,,,,,,,
709,comm,comm/Sensors_(Basel)/PMC7831074.nxml,7831074,334774810,10.3390/s21020630,2021,5. Implementation Details and Results,29,"The rule form page provides a form for filling the information of a new rule, and through the client service provider, sends this to the rules engine, which converts the rule information to a Drools file",Drools,,SM97258,software,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,comm,comm/PeerJ_Comput_Sci/PMC7924697.nxml,7924697,338168880,10.7717/peerj-cs.235,2019,,100,"- ABNER (Biological NER): (Liang, Wang & Wang, 2013)",ABNER,,SM21009,software,360,,,,,,,,,,,,ABNER,abner-tech-channel,Github API,https://github.com/abnerfs/abner-tech-channel,Repositório do meu canal do YouTube (código fonte/Sugestões/Dúvidas),https://github.com/abnerfs/abner-tech-channel,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,comm,comm/PLoS_One/PMC7144971.nxml,7144971,322717760,10.1371/journal.pone.0230899,2020,Variant annotation,29,We used SNPEff v4.3 [58] to annotate the SNPs and short INDELs using the latest available gene annotation database (EquCab3.0),SNPEff,,SM61193,software,6573,,,,,,,,,,,,SNPEff,SnpEff,Github API,https://github.com/pcingola/SnpEff,,https://github.com/pcingola/SnpEff,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,SNPEff,SnpEff,SciCrunch API,https://scicrunch.org/browse/resources/SCR_005191,"Genetic variant annotation and effect prediction software toolbox that annotates and predicts effects of variants on genes (such as amino acid changes). By using standards, such as VCF, SnpEff makes it easy to integrate with other programs.",['http://snpeff.sourceforge.net/'],['https://bio.tools/snpeff'],[None],FALSE,SCR_005191,"['http://www.ncbi.nlm.nih.gov/pubmed/22728672', '(SnpEff, RRID:SCR_005191)']","['snpeff - genetic variant annotation and effect prediction toolbox', 'snpeff']",,,,,,,,,,,
712,,,,,10.2147/DDDT.S53522,2014,Materials and methods,1,"Docking was accomplished using the CDOCKER protocol available from Accelrys (San Diego, CA, USA)",CDOCKER,,SM22255,software,4219,,,,,,,,,,,,CDOCKER,CDOCKER,Github API,https://github.com/xqding/CDOCKER,,https://github.com/xqding/CDOCKER,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,10.15252/msb.20188497,2019,Pathway?level feature selection identifies cellular processes predictive of clinical condition,9,"As a second case study to demonstrate that netDx identifies pathways consistent with the biology of the condition, we predicted case/control status in asthma using gene expression from sorted peripheral blood mononuclear cells (Yang ",netDx,,SM383394,software,453,,,,,,,,,,,,netDx,netDx,Github API,https://github.com/BaderLab/netDx,R package with netDx software and data for examples,https://github.com/BaderLab/netDx,NOASSERTION,TRUE,,,,,,,,,,,netDx,netDx,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/netDx.html,Network-based patient classifier,['http://netdx.org'],MIT + file LICENSE,,TRUE,https://doi.org/doi:10.18129/B9.bioc.netDx,,,,,,,,,,,,,,,,,,,,,,,
714,comm,comm/Front_Genet/PMC6997577.nxml,6997577,320639190,10.3389/fgene.2019.01381,2020,Random Walk,30,"Those features are often used as the basis of the more sophisticated node embedding algorithms, such as DeepWalk (Perozzi et al., 2014), Node2Vec (Grover and Leskovec, 2016), etc",DeepWalk,,SM63909,software,1294,,,,,,,,,,,,DeepWalk,DeepWalk,Github API,https://github.com/prateekjoshi565/DeepWalk,Learn Node Embeddings from DeepWalk,https://github.com/prateekjoshi565/DeepWalk,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,comm,comm/BMC_Evol_Biol/PMC7414565.nxml,7414565,327709330,10.1186/s12862-020-01628-1,2020,Assessing changes in diversification rates over time,135,"BAMM and TESS employ reversible jump Markov Chain Monte Carlo estimation procedures that explore multiple model spaces at once, while RPANDA and TreePar employ maximum likelihood procedures and consider one model at a time",TreePar,,SM130689,software,296,TreePar,TreePar,CRAN Index,CRAN,https://cran.r-project.org/web/packages/TreePar/index.html,Estimating birth and death rates based on phylogenies,[None],GPL-2,,TRUE,,TreePar,TreePar,Github API,https://github.com/cran/TreePar,:exclamation: This is a read-only mirror of the CRAN R package repository.  TreePar — Estimating birth and death rates based on phylogenies  ,https://github.com/cran/TreePar,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,10.3389/fpsyg.2020.00617,2020,Method,11, The matching and treatment effect estimation were conducted with the MatchIt (,MatchIt,,SM19794,software,1281,MatchIt,MatchIt,CRAN Index,CRAN,https://cran.r-project.org/web/packages/MatchIt/index.html,Nonparametric Preprocessing for Parametric Causal Inference,"['https://kosukeimai.github.io/MatchIt/', 'https://github.com/kosukeimai/MatchIt']",GPL-2,https://github.com/kosukeimai/MatchIt,TRUE,"<pre>
  @Article{,
    title = {{MatchIt}: Nonparametric Preprocessing for Parametric
      Causal Inference},
    author = {Daniel E. Ho and Kosuke Imai and Gary King and Elizabeth
      A. Stuart},
    journal = {Journal of Statistical Software},
    year = {2011},
    volume = {42},
    number = {8},
    pages = {1--28},
    doi = {10.18637/jss.v042.i08},
  }
</pre>",MatchIt,MatchIt,Github API,https://github.com/kosukeimai/MatchIt,R package MatchIt,https://github.com/kosukeimai/MatchIt,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,,10.3389/fmolb.2020.00145,2020,Comparison of MDeNM and MD,5,0 Å on the MDeNM and 10,MDeNM,,SM724174,software,288,,,,,,,,,,,,MDeNM,LouisMDenman.Github.io,Github API,https://github.com/LouisMDenman/LouisMDenman.Github.io,A website form of Louis Denman's Resume!,https://github.com/LouisMDenman/LouisMDenman.Github.io,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,comm,comm/Scoliosis/PMC2654427.nxml,2654427,191546040,10.1186/1748-7161-4-3,2009,fig_caption,0,"Shoulder asymmetry, as evaluated in TRACE, ranges from 0 to 3",TRACE,,SM10137,software,3057,,,,,,,,,,,,TRACE,FlameGraph,Github API,https://github.com/brendangregg/FlameGraph,Stack trace visualizer,https://github.com/brendangregg/FlameGraph,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,10.1038/s41586-020-2471-x,2020,Phase-shift analysis,0, Onset times of locomotor activity were determined using ClockLab 6,ClockLab,,SM33090,software,1466,,,,,,,,,,,,ClockLab,ClockLabel,Github API,https://github.com/devcarlos/ClockLabel,Custom Clock Font based Label with Glow Effect,https://github.com/devcarlos/ClockLabel,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,comm,comm/BMC_Genomics/PMC6278149.nxml,6278149,305091760,10.1186/s12864-018-5244-2,2018,tab_caption,1,Prediction of binding site and protein - ligand interaction using 3DLigandSite and PatchDock softwares respectively,3DLigandSite,,SM1537,software,422,,,,,,,,,,,,3DLigandSite,3DLigandSite_Data,Github API,https://github.com/jmcgreig/3DLigandSite_Data,PDBs used in 3DLigandSite,https://github.com/jmcgreig/3DLigandSite_Data,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,10.1371/journal.pcbi.1004842,2016,Methods,35," In contrast, writing the trees out in Newick form required around 3",Newick,,SM28631,software,591,,,,,,,,,,,,Newick,newick_utils,Github API,https://github.com/tjunier/newick_utils,shell tools for processing phylogenetic trees,https://github.com/tjunier/newick_utils,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,10.1155/2012/247165,2012,2. Materials and Methods,10, Step count information in steps/min was downloaded from the SWA and the SAM at the same time as the EE download,SWA,,SM35513,software,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,10.1080/15222055.2016.1159627,2016,Fish and facility,17,"All data were subjected to ANOVA (proc mixed) and Tukey’s range test for comparison, using the Statistical Analysis System (SAS version 9",Statistical Analysis System (SAS,,SM4747,software,2166,,,,,,,,,,,,Statistical Analysis System (SAS,Statistical-Analysis-System,Github API,https://github.com/DheerajKumar97/Statistical-Analysis-System,"In this Repository, you will find the basic SAS operations and procedures to manipulate the dataset and it will useful to get insights from the data. Code for the various procedure for various plots has also been included for people reference",https://github.com/DheerajKumar97/Statistical-Analysis-System,BSD-3-Clause,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,comm,comm/PLoS_One/PMC4148441.nxml,4148441,251658540,10.1371/journal.pone.0106148,2014,Step 6: Recording data,122,"The orientation of electrodes in the MC_Rack displays is mirrored compared to that: the reference electrode 15 is on the left, electrodes 11–14, 21–24 etc",MC_Rack,,SM7987,software,210,,,,,,,,,,,,MC_Rack,RackMCSite,Github API,https://github.com/NEvana0003/RackMCSite,,https://github.com/NEvana0003/RackMCSite,,FALSE,,,,,,,,,,,,,,,,,,,,,,MC_Rack,MC Rack,SciCrunch API,https://scicrunch.org/browse/resources/SCR_014955,"Commercial data acquisition and analysis software that forms a data acquisition system for measuring extracellular activities of excitable cells in vitro and in vivo. It has been developed especially for use with the data acquisition systems from Multi Channel Systems MCS, but the software can also be used with other experimental setups.",['http://www.multichannelsystems.com/software/mc-rack'],[],[None],FALSE,SCR_014955,"[nan, '(MC Rack, RRID:SCR_014955)']","['mc rack', 'mc_rack']",,,,,,,,,,,
725,non_comm,non_comm/J_Med_Virol/PMC8426853.nxml,8426853,342600660,10.1002/jmv.27200,2021,fig_caption,0,Clade information as inferred by Nextstrain and Pangolin nomenclatures is shown,Nextstrain,,SM4026,software,1561,,,,,,,,,,,,Nextstrain,ncov,Github API,https://github.com/nextstrain/ncov,Nextstrain build for novel coronavirus SARS-CoV-2,https://github.com/nextstrain/ncov,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,Nextstrain,Nextstrain,SciCrunch API,https://scicrunch.org/browse/resources/SCR_018223,Open source project to harness scientific and public health potential of pathogen genome data. Provides continually updated view of publicly available data alongside powerful analytic and visualization tools for use by community. Used to aid epidemiological understanding and improve outbreak response. Open source SARS-CoV-2 genome data and analytic and visualization tools.,['https://nextstrain.org/'],['https://nextstrain.org/ncov/global'],[None],TRUE,SCR_018223,"[nan, '(Nextstrain, RRID:SCR_018223)']",['nextstrain'],,,,,,,,,,,
726,,,,,10.1111/eva.13133,2020,Spatially explicit mapping of genetic structure,1,We performed a Moran's eigenvector mapping (MEM) analysis in the R package MEMGENE (Galpern et al,MEM,,SM9269,software,9737,,,,,,,,,,,,MEM,mem,Github API,https://github.com/sindresorhus/mem,Memoize functions - an optimization technique used to speed up consecutive function calls by caching the result of calls with identical input,https://github.com/sindresorhus/mem,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,http://dx.plos.org/10.1371/journal.pone.0003660,2008,Supporting Information,7,Details of the recombination events detected in the sequence dataset using the RDP program suite,RDP,,SM1347,software,5969,RDP,RDP,CRAN Index,CRAN,https://cran.r-project.org/web/packages/RDP/index.html,The Ramer-Douglas-Peucker Algorithm,['https://github.com/robertdj/RDP'],GPL-3,https://github.com/robertdj/RDP,TRUE,,RDP,rdpwrap,Github API,https://github.com/stascorp/rdpwrap,RDP Wrapper Library,https://github.com/stascorp/rdpwrap,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,,,10.3390/antibiotics9090612,2020,4.2. ADMET Prediction,2,SwissTargetPrediction tool was employed to estimate the most probable macromolecular human targets of KTU-286,SwissTargetPrediction,,SM12807,software,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,10.1038/s41598-019-39796-w,2019,Application of VarClass using genetic variation datasets as case studies,5,"Overall, the application of VarClass was successful in obtaining informative variants for the four case studies",VarClass,,SM530643,software,321,,,,,,,,,,,,VarClass,VarClass,Github API,https://github.com/akbayanb/VarClass,,https://github.com/akbayanb/VarClass,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,,,,10.1177/1533033818806002,2018,Results,1," As a result, the practical Catalyst error according to the given formula above including all data samples was in mean 0",Catalyst,,SM5546,software,1449,,,,,,,,,,,,Catalyst,Catalyst,Github API,https://github.com/AnvilPowered/Catalyst,An essentials plugin for Minecraft proxies that will provide your server with a strong baseline; giving you all the useful commands you need.,https://github.com/AnvilPowered/Catalyst,LGPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,Catalyst,Catalyst Framework,SciCrunch API,https://scicrunch.org/browse/resources/SCR_000703,A web application framework that helps build applications or run protocols for the web. It allows the user to manage various tasks being run on the web both manually and through existing Perl modules.,['http://www.catalystframework.org'],[],[None],FALSE,SCR_000703,"[nan, '(Catalyst Framework, RRID:SCR_000703)']","['catalyst framework', 'catalyst']",,,,,,,,,,,
732,comm,comm/PLoS_One/PMC6914332.nxml,6914332,318415640,10.1371/journal.pone.0226428,2019,Comparing model variants,54,Additional keyword arguments can be given and are passed on to the underlying PyMC3 compare function,PyMC3,,SM9052,software,371,,,,,,,,,,,,PyMC3,resources,Github API,https://github.com/pymc-devs/resources,PyMC3 educational resources,https://github.com/pymc-devs/resources,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,PyMC3,PyMC3,SciCrunch API,https://scicrunch.org/browse/resources/SCR_018547,Software Python package for Bayesian statistical modeling and probabilistic machine learning which focuses on advanced Markov chain Monte Carlo and variational fitting algorithms. Allows model specification directly in Python code.,['https://docs.pymc.io/'],[],[None],TRUE,SCR_018547,"['http://dx.doi.org/10.7717/peerj-cs.55', '(PyMC3, RRID:SCR_018547)']",['pymc3'],,,,,,,,,,,
733,,,,,10.1038/s41598-021-93555-4,2021,SNVs and INDELs identified only in MMD subjects at 9q33.1–33.2,996," CNVnator identified 7 non-reported small INDELs in non-coding regions, only in MMD subjects, affecting the genes ",CNVnator,,SM48887,software,2156,,,,,,,,,,,,CNVnator,CNVnator,Github API,https://github.com/abyzovlab/CNVnator,a tool for CNV discovery and genotyping from depth-of-coverage by mapped reads,https://github.com/abyzovlab/CNVnator,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,,,10.1021/jp508545d,2015,Unrestrained Dynamics of Drugged WT and S31N Systems,0,", 2KQT, was ultimately selected to model WT M2, and from the same structure, an S31N mutant homology model was created with Swiss-PdbViewer,",Swiss,,SM821,software,3723,,,,,,,,,,,,Swiss,yara,Github API,https://github.com/VirusTotal/yara,The pattern matching swiss knife,https://github.com/VirusTotal/yara,BSD-3-Clause,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,10.3390/molecules23020240,2018,4. Materials and Methods,10,"1, OpenComet is an open-source software tool providing automated analysis of comet assay images",OpenComet,,SM8879,software,484,,,,,,,,,,,,OpenComet,opencomet,Github API,https://github.com/bgyori/opencomet,OpenComet comet assay image analysis,https://github.com/bgyori/opencomet,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,OpenComet,OpenComet,SciCrunch API,https://scicrunch.org/browse/resources/SCR_021826,Software tool to quantify comet parameters while studying DNA strand breaks. Automated tool for comet assay image analysis.,['https://cometbio.org/'],[],[None],TRUE,SCR_021826,"['http://www.ncbi.nlm.nih.gov/pubmed/24624335', '(OpenComet, RRID:SCR_021826)']",['opencomet'],,,,,,,,,,,
736,,,,,10.1186/s13059-021-02426-8,2021,Discussion and conclusions,4," The speed of the Haploflow algorithm principally also allows its extension to bacterial data, e",Haploflow,,SM309293,software,297,,,,,,,,,,,,Haploflow,Haploflow,Github API,https://github.com/hzi-bifo/Haploflow,,https://github.com/hzi-bifo/Haploflow,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,non_comm,non_comm/Genome_Biol_Evol/PMC6141220.nxml,6141220,301136230,10.1093/gbe/evy167,2018,Genome Annotation,5,Gene prediction was performed using the preinformed gene-caller software Eugene (Foissac et al,Eugene,,SM85290,software,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,comm,comm/Vet_Res/PMC6006945.nxml,6006945,299145810,10.1186/s13567-018-0546-6,2018,Quantitative RT-PCR validation of selected genes,10,"Primers for each target gene selected for validation by qRT-PCR, in addition to GAPDH, used as reference gene, were designed using Primer3web version 4.0.0 [35] (Table 1)",Primer3web,,SM812,software,409,,,,,,,,,,,,Primer3web,primer3web,Github API,https://github.com/primer3-org/primer3web,Primer3Web is a simple web interface to primer3.,https://github.com/primer3-org/primer3web,GPL-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,Primer3web,Primer3,SciCrunch API,https://scicrunch.org/browse/resources/SCR_003139,Tool used to design PCR primers from DNA sequence - often in high-throughput genomics applications. It does everything from mispriming libraries to sequence quality data to the generation of internal oligos.,['http://primer3.ut.ee'],"['http://bioinfo.ut.ee/primer3-0.4.0/,', 'http://sourceforge.net/projects/primer3/,', 'http://frodo.wi.mit.edu/primer3,', 'https://bio.tools/primer3']",[None],FALSE,SCR_003139,"['http://www.ncbi.nlm.nih.gov/pubmed/17379693, 22730293', '(Primer3, RRID:SCR_003139)']","['primer3 - pcr primer design tool', 'primer3', 'primer3web - pick primers from a dna sequence', 'primer3web']",,,,,,,,,,,
739,,,,,10.1038/srep26536,2016,Methods,12,"To perform a common MD protocol in explicit water, QwikMD solvates the system in a cubic box and sets its net charge to zero by adding ions",QwikMD,,SM57338,software,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,,,,10.1109/TGRS.2020.3003341,2021,fig_caption,12, (g) WGAN,WGAN,,SM87393,software,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,comm,comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC2959242.nxml,2959242,212010820,10.1107/S1600536808027062,2008,,33,"Data collection: COLLECT (Bruker, 2000 ?); cell refinement: DENZO-SMN (Otwinowski & Minor, 1997 ?); data reduction: DENZO-SMN; program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ?); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ?); molecular graphics: X-SEED (Barbour, 2001 ?); software used to prepare material for publication: CIFTAB (Sheldrick, 2008 ?).",DENZO-SMN,,SM12886,software,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
