,software,count,urls
92,Meet,7,"[['https://arxiv.org/pdf/2101.07388v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7811687/'], ['https://api.elsevier.com/content/article/pii/S1575181320300760', 'https://www.sciencedirect.com/science/article/pii/S1575181320300760?v=s5'], ['https://www.ncbi.nlm.nih.gov/pubmed/32531625/', 'https://api.elsevier.com/content/article/pii/S0165178120315584', 'https://www.sciencedirect.com/science/article/pii/S0165178120315584?v=s5', 'https://doi.org/10.1016/j.psychres.2020.113181'], ['https://www.ncbi.nlm.nih.gov/pubmed/33077260/', 'https://api.elsevier.com/content/article/pii/S0090825820340178', 'https://www.sciencedirect.com/science/article/pii/S0090825820340178', 'https://doi.org/10.1016/j.ygyno.2020.10.009'], ['https://www.ncbi.nlm.nih.gov/pubmed/32618915/', 'https://doi.org/10.2106/jbjs.20.00568'], ['http://medrxiv.org/cgi/content/short/2020.12.15.20248285v1?rss=1', 'https://doi.org/10.1101/2020.12.15.20248285']]"
93,InnovationACT,3,"[['https://www.sciencedirect.com/science/article/pii/S0019850119300288', 'https://api.elsevier.com/content/article/pii/S0019850119300288']]"
94,Circos,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110011/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33155980/', 'https://doi.org/10.7554/elife.61562'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7010298/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32293254/', 'https://doi.org/10.1186/s12864-020-6720-z'], ['https://www.ncbi.nlm.nih.gov/pubmed/25670772/', 'https://doi.org/10.1128/mbio.02445-14'], ['https://doi.org/10.1186/1471-2105-14-95', 'https://www.ncbi.nlm.nih.gov/pubmed/23496817/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33196399/', 'https://doi.org/10.1080/22221751.2020.1852058'], ['https://doi.org/10.3390/molecules25245925', 'https://www.ncbi.nlm.nih.gov/pubmed/33327637/'], ['https://api.elsevier.com/content/article/pii/S1567134820304779', 'https://doi.org/10.1016/j.meegid.2020.104646', 'https://www.sciencedirect.com/science/article/pii/S1567134820304779?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/33249264/'], ['https://doi.org/10.3390/pathogens9050320', 'https://www.ncbi.nlm.nih.gov/pubmed/32357471/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33193683/', 'https://doi.org/10.3389/fgene.2020.574962'], ['https://doi.org/10.1101/2020.08.24.265496'], ['https://doi.org/10.1371/journal.pone.0243270', 'https://www.ncbi.nlm.nih.gov/pubmed/33301474/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33169132/', 'https://doi.org/10.1093/bib/bbaa300'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6835268/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33327929/', 'https://doi.org/10.1186/s12859-020-03838-2'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168496/'], ['https://link.springer.com/content/pdf/10.1007%2Fs40484-013-0005-3.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7432212/'], ['https://www.ncbi.nlm.nih.gov/pubmed/28847005/', 'https://doi.org/10.1038/nature23670'], ['https://doi.org/10.1128/msphere.00807-19', 'https://www.ncbi.nlm.nih.gov/pubmed/31996413/']]"
95,Pathao,1,"[['https://www.sciencedirect.com/science/article/pii/S0965856420305784', 'https://api.elsevier.com/content/article/pii/S0965856420305784', 'https://www.ncbi.nlm.nih.gov/pubmed/32508400/', 'https://doi.org/10.1016/j.tra.2020.05.002']]"
96,MassARRAY,2,"[['https://api.elsevier.com/content/article/pii/B9780128144510000125', 'https://www.sciencedirect.com/science/article/pii/B9780128144510000125'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3136934/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5895723/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33105541/', 'https://doi.org/10.3390/cells9112337'], ['https://doi.org/10.3390/diagnostics11010053', 'https://www.ncbi.nlm.nih.gov/pubmed/33401392/'], ['https://www.ncbi.nlm.nih.gov/pubmed/28848521/', 'https://doi.org/10.3389/fmicb.2017.01510']]"
97,GCNConv,2,[['https://arxiv.org/pdf/2006.09835v1.pdf']]
98,RDP3 Beta,1,"[['https://doi.org/10.1186/1743-422x-5-123', 'https://www.ncbi.nlm.nih.gov/pubmed/18937850/']]"
99,R0,18,"[['https://doi.org/10.1016/j.ijid.2020.03.050', 'https://api.elsevier.com/content/article/pii/S120197122030182X', 'https://www.sciencedirect.com/science/article/pii/S120197122030182X?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32234343/'], ['https://doi.org/10.1101/2020.05.13.20096826', 'http://medrxiv.org/cgi/content/short/2020.05.13.20096826v1?rss=1'], ['https://doi.org/10.1101/2020.09.14.20190447', 'http://medrxiv.org/cgi/content/short/2020.09.14.20190447v1?rss=1'], ['http://medrxiv.org/cgi/content/short/2021.02.01.21249903v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pubmed/31119031/', 'https://doi.org/10.12688/f1000research.18002.1'], ['https://www.ncbi.nlm.nih.gov/pubmed/32776726/', 'https://doi.org/10.3346/jkms.2020.35.e288'], ['https://www.ncbi.nlm.nih.gov/pubmed/33279653/', 'https://api.elsevier.com/content/article/pii/S1201971220325224', 'https://www.sciencedirect.com/science/article/pii/S1201971220325224?v=s5', 'https://doi.org/10.1016/j.ijid.2020.11.206'], ['https://doi.org/10.1371/journal.pone.0239026', 'https://www.ncbi.nlm.nih.gov/pubmed/32936811/'], ['https://arxiv.org/pdf/2012.14192v1.pdf'], ['https://arxiv.org/pdf/2004.03147v1.pdf'], ['https://doi.org/10.1101/2020.05.07.20094441', 'http://medrxiv.org/cgi/content/short/2020.05.07.20094441v1?rss=1'], ['https://doi.org/10.1101/2020.12.05.20244376', 'http://medrxiv.org/cgi/content/short/2020.12.05.20244376v1?rss=1'], ['https://doi.org/10.1101/2020.08.09.20149286', 'http://medrxiv.org/cgi/content/short/2020.08.09.20149286v1?rss=1'], ['https://doi.org/10.1101/2020.05.12.20076794', 'http://medrxiv.org/cgi/content/short/2020.05.12.20076794v1?rss=1'], ['https://doi.org/10.1101/2020.04.15.20062752'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5847240/'], ['https://arxiv.org/pdf/2008.09803v1.pdf'], ['https://doi.org/10.1101/2020.05.20.20104257', 'http://medrxiv.org/cgi/content/short/2020.05.20.20104257v1?rss=1'], ['https://doi.org/10.1183/13993003.01483-2020', 'https://www.ncbi.nlm.nih.gov/pubmed/32482785/'], ['https://doi.org/10.1016/j.cegh.2020.06.012', 'https://api.elsevier.com/content/article/pii/S221339842030169X', 'https://www.sciencedirect.com/science/article/pii/S221339842030169X?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32838059/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7407078/'], ['http://medrxiv.org/cgi/content/short/2020.05.31.20118448v1?rss=1', 'https://doi.org/10.1101/2020.05.31.20118448', 'https://www.ncbi.nlm.nih.gov/pubmed/32577693/'], ['https://doi.org/10.1002/bimj.202000112', 'https://www.ncbi.nlm.nih.gov/pubmed/33258177/'], ['https://arxiv.org/pdf/2003.10655v1.pdf'], ['https://arxiv.org/pdf/2006.12006v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/32952269/', 'https://doi.org/10.1016/j.apm.2020.08.025', 'https://www.sciencedirect.com/science/article/pii/S0307904X20304613?v=s5', 'https://api.elsevier.com/content/article/pii/S0307904X20304613'], ['https://doi.org/10.26633/rpsp.2020.148', 'https://www.ncbi.nlm.nih.gov/pubmed/33245294/'], ['https://doi.org/10.1101/2021.01.26.21250475', 'http://medrxiv.org/cgi/content/short/2021.01.26.21250475v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7810882/'], ['https://doi.org/10.1101/2020.06.26.20140210', 'http://medrxiv.org/cgi/content/short/2020.06.26.20140210v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pubmed/33520641/', 'https://doi.org/10.1016/j.uclim.2021.100780', 'https://api.elsevier.com/content/article/pii/S2212095521000109', 'https://www.sciencedirect.com/science/article/pii/S2212095521000109'], ['https://arxiv.org/pdf/2007.13523v1.pdf'], ['http://medrxiv.org/cgi/content/short/2020.09.29.20203877v1?rss=1', 'https://doi.org/10.1101/2020.09.29.20203877'], ['https://doi.org/10.1101/2020.04.30.20082172', 'http://medrxiv.org/cgi/content/short/2020.04.30.20082172v1?rss=1'], ['https://arxiv.org/pdf/2004.01714v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/32878677/', 'https://doi.org/10.1017/dmp.2020.314'], ['https://www.sciencedirect.com/science/article/pii/S2213398420301743?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32838063/', 'https://api.elsevier.com/content/article/pii/S2213398420301743', 'https://doi.org/10.1016/j.cegh.2020.07.004'], ['https://doi.org/10.1111/irv.12467', 'https://www.ncbi.nlm.nih.gov/pubmed/28703921/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32324236/', 'https://doi.org/10.1001/jamanetworkopen.2020.6785']]"
100,YFPEITHI,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7036183/']]
101,ISUOG,1,"[['https://doi.org/10.3390/jcm9051521', 'https://www.ncbi.nlm.nih.gov/pubmed/32443538/']]"
102,SISE,1,"[['https://doi.org/10.1111/irv.12411', 'https://www.ncbi.nlm.nih.gov/pubmed/27417916/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33286541/', 'https://doi.org/10.3390/e22070769']]"
103,LabOn Time,1,"[['https://api.elsevier.com/content/article/pii/S1386653220301554', 'https://www.ncbi.nlm.nih.gov/pubmed/32403010/', 'https://www.sciencedirect.com/science/article/pii/S1386653220301554?v=s5', 'https://doi.org/10.1016/j.jcv.2020.104413']]"
104,MircoED,1,"[['https://api.elsevier.com/content/article/pii/S0959440X20300890', 'https://www.ncbi.nlm.nih.gov/pubmed/32610218/', 'https://www.sciencedirect.com/science/article/pii/S0959440X20300890', 'https://doi.org/10.1016/j.sbi.2020.05.018']]"
105,EUROLab Workstation,1,"[['https://www.sciencedirect.com/science/article/pii/S0009898120304344?v=s5', 'https://doi.org/10.1016/j.cca.2020.09.002', 'https://www.ncbi.nlm.nih.gov/pubmed/32910980/', 'https://api.elsevier.com/content/article/pii/S0009898120304344']]"
106,MWorks,1,[['https://doi.org/10.1101/2020.08.11.246355']]
107,Invisalign,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7698787/']]
108,HAVING,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250599/']]
109,GGPlot2,3,"[['https://doi.org/10.1101/2020.06.29.20142596', 'http://medrxiv.org/cgi/content/short/2020.06.29.20142596v1?rss=1'], ['https://doi.org/10.1101/2020.07.06.182972', 'https://www.ncbi.nlm.nih.gov/pubmed/32676594/']]"
110,CORTICUS,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7143852/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042925/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122634/'], ['https://www.ncbi.nlm.nih.gov/pubmed/16356204/']]"
111,RealStats Resource Pack,1,"[['https://doi.org/10.1093/biolre/ioaa082', 'https://www.ncbi.nlm.nih.gov/pubmed/32588889/']]"
112,NetworKit,2,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7735677/']]
113,MCCE (Multi Conformer Continuum Electrostatic),1,"[['https://www.ncbi.nlm.nih.gov/pubmed/32478523/', 'https://doi.org/10.1021/acs.jpclett.0c01064']]"
114,MESH,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121047/'], ['https://api.elsevier.com/content/article/pii/S0163445317304139', 'https://www.ncbi.nlm.nih.gov/pubmed/29305150/', 'https://www.sciencedirect.com/science/article/pii/S0163445317304139', 'https://doi.org/10.1016/j.jinf.2017.12.014'], ['https://api.elsevier.com/content/article/pii/S1546144021000326', 'https://www.sciencedirect.com/science/article/pii/S1546144021000326?v=s5'], ['https://doi.org/10.1007/s15010-020-01509-1', 'https://www.ncbi.nlm.nih.gov/pubmed/32860214/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095891/']]"
115,AKITA,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/32397615/', 'https://doi.org/10.3390/jpm10020037'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167830/'], ['https://www.sciencedirect.com/science/article/pii/B9780128206584000042', 'https://api.elsevier.com/content/article/pii/B9780128206584000042']]"
116,Sehha App,1,"[['https://doi.org/10.7759/cureus.12004', 'https://www.ncbi.nlm.nih.gov/pubmed/33457115/']]"
117,CCV,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4313891/']]
118,MyOSA,2,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7587071/'], ['https://doi.org/10.1016/j.arbres.2020.06.019', 'https://www.ncbi.nlm.nih.gov/pubmed/32773300/']]"
119,ICPis,1,"[['https://doi.org/10.1136/jitc-2020-001754', 'https://www.ncbi.nlm.nih.gov/pubmed/33310772/']]"
120,KAWA,3,"[['https://www.sciencedirect.com/science/article/pii/S1695403318303084', 'https://api.elsevier.com/content/article/pii/S1695403318303084']]"
121,Probiosafe,1,"[['https://www.sciencedirect.com/science/article/pii/S0168160510001698', 'https://www.ncbi.nlm.nih.gov/pubmed/20444515/', 'https://doi.org/10.1016/j.ijfoodmicro.2010.03.026', 'https://api.elsevier.com/content/article/pii/S0168160510001698']]"
122,Viral genome Evolution Network Analysis System (VENAS),1,[['https://doi.org/10.1101/2020.12.09.417121']]
123,Moodfit,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33301395/', 'https://doi.org/10.1016/j.jopan.2020.10.005', 'https://www.sciencedirect.com/science/article/pii/S108994722030321X', 'https://api.elsevier.com/content/article/pii/S108994722030321X']]"
124,COMVC19,1,"[['https://doi.org/10.6061/clinics/2020/e1963', 'https://www.ncbi.nlm.nih.gov/pubmed/32520224/']]"
125,Yasara,1,"[['https://doi.org/10.1101/2020.07.01.182964', 'https://www.ncbi.nlm.nih.gov/pubmed/32637961/']]"
126,GtrendsR,1,[['https://arxiv.org/pdf/2005.06796v1.pdf']]
127,R package APE,1,"[['https://doi.org/10.1099/vir.0.000209', 'https://www.ncbi.nlm.nih.gov/pubmed/26041874/']]"
128,AiCure,1,"[['https://www.sciencedirect.com/science/article/pii/S1359644620304256?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/33099022/', 'https://api.elsevier.com/content/article/pii/S1359644620304256', 'https://doi.org/10.1016/j.drudis.2020.10.010']]"
129,RemyCC,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302268/']]
130,MolDx,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7267794/']]
131,ClonFor,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/25681753/', 'https://doi.org/10.1016/j.mcp.2015.02.001', 'https://api.elsevier.com/content/article/pii/S089085081500016X', 'https://www.sciencedirect.com/science/article/pii/S089085081500016X']]"
132,pLingeling,19,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197060/']]
133,CAQE,6,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363189/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363226/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363222/']]"
134,Motel One,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7736673/']]
135,Sketch Engine COVID -Sinequa COVID - 19 Intelligent Search Search Search,1,[['https://arxiv.org/pdf/2007.12731v1.pdf']]
136,COVIDnet,6,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486976/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32999293/', 'https://doi.org/10.1038/s41467-020-18056-w'], ['http://medrxiv.org/cgi/content/short/2020.08.10.20171744v1?rss=1', 'https://doi.org/10.1101/2020.08.10.20171744'], ['https://www.sciencedirect.com/science/article/pii/S1110016821000144?v=s5', 'https://api.elsevier.com/content/article/pii/S1110016821000144']]"
137,scDeepCluster,1,"[['https://api.elsevier.com/content/article/pii/S1359644620304153', 'https://www.ncbi.nlm.nih.gov/pubmed/33059075/', 'https://www.sciencedirect.com/science/article/pii/S1359644620304153', 'https://doi.org/10.1016/j.drudis.2020.10.002']]"
138,Cedars100,1,"[['http://medrxiv.org/cgi/content/short/2020.04.19.20070995v1?rss=1', 'https://www.ncbi.nlm.nih.gov/pubmed/32511625/', 'https://doi.org/10.1101/2020.04.19.20070995']]"
139,Cipro,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/15892589/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120073/']]"
140,SLIC,1,"[['https://doi.org/10.1128/jvi.02261-13', 'https://www.ncbi.nlm.nih.gov/pubmed/24049164/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7313301/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32837245/', 'https://doi.org/10.1007/s11063-020-10330-8']]"
141,TACTIC,14,"[['https://doi.org/10.1186/s13063-020-04535-4', 'https://www.ncbi.nlm.nih.gov/pubmed/32641154/'], ['https://doi.org/10.1186/s13063-020-04618-2', 'https://www.ncbi.nlm.nih.gov/pubmed/32736592/']]"
142,KINETIC,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2290050/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302241/']]"
143,Sina Microblog,22,"[['https://doi.org/10.1016/j.seps.2020.100941', 'https://www.ncbi.nlm.nih.gov/pubmed/32921839/', 'https://www.sciencedirect.com/science/article/pii/S0038012120306066?v=s5', 'https://api.elsevier.com/content/article/pii/S0038012120306066'], ['https://doi.org/10.3389/fpsyg.2020.601548', 'https://www.ncbi.nlm.nih.gov/pubmed/33381069/'], ['https://doi.org/10.1101/2020.03.18.20038026'], ['https://arxiv.org/pdf/2005.02955v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7666167/']]"
144,COordinar,1,"[['https://api.elsevier.com/content/article/pii/S0213485320300736', 'https://www.sciencedirect.com/science/article/pii/S0213485320300736?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32364127/', 'https://doi.org/10.1016/j.nrl.2020.04.008']]"
145,ArcToolbox,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5127488/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32592974/', 'https://doi.org/10.1016/j.scitotenv.2020.140396', 'https://api.elsevier.com/content/article/pii/S0048969720339188', 'https://www.sciencedirect.com/science/article/pii/S0048969720339188?v=s5']]"
146,GRAMMAS,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167033/']]
147,QNN,2,[['https://arxiv.org/pdf/2011.07145v1.pdf']]
148,SLiMDisc,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/31427097/', 'https://api.elsevier.com/content/article/pii/S0167779919301738', 'https://www.sciencedirect.com/science/article/pii/S0167779919301738', 'https://doi.org/10.1016/j.tibtech.2019.07.004']]"
149,AUTO3DEMSPARX,1,"[['https://api.elsevier.com/content/article/pii/B978012374920800120X', 'https://www.sciencedirect.com/science/article/pii/B978012374920800120X']]"
150,ABI StepOne TM,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5912203/']]
151,UPSIT,5,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7762307/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120122/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33080550/', 'https://api.elsevier.com/content/article/pii/S0196070920304555', 'https://doi.org/10.1016/j.amjoto.2020.102761', 'https://www.sciencedirect.com/science/article/pii/S0196070920304555?v=s5'], ['https://www.ncbi.nlm.nih.gov/pubmed/15563906/', 'https://www.sciencedirect.com/science/article/pii/S003066650400132X', 'https://api.elsevier.com/content/article/pii/S003066650400132X'], ['https://www.ncbi.nlm.nih.gov/pubmed/32496658/', 'https://doi.org/10.1002/alr.22638'], ['https://api.elsevier.com/content/article/pii/S0025775320303614', 'https://www.ncbi.nlm.nih.gov/pubmed/32600982/', 'https://www.sciencedirect.com/science/article/pii/S0025775320303614?v=s5', 'https://doi.org/10.1016/j.medcli.2020.06.006'], ['https://doi.org/10.14639/0392-100x-n0862', 'https://www.ncbi.nlm.nih.gov/pubmed/33100334/'], ['https://doi.org/10.1007/s12070-020-02217-w', 'https://www.ncbi.nlm.nih.gov/pubmed/33078125/']]"
152,COV19,6,"[['https://www.ncbi.nlm.nih.gov/pubmed/33425046/', 'https://doi.org/10.1007/s12559-020-09795-5']]"
153,Globalizaje,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7680976/']]
154,PPFS (Predict Phenotypes from SNPs),1,"[['https://www.sciencedirect.com/science/article/pii/S0924857917303424', 'https://api.elsevier.com/content/article/pii/S0924857917303424']]"
155,SpotBugs,2,[['https://arxiv.org/pdf/2011.14392v1.pdf']]
156,EMETS MCDA,2,[['https://arxiv.org/pdf/2101.10220v1.pdf']]
157,Jaima,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6860145/']]
158,Friendfeed,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332224/']]
159,GAFINet,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6087987/']]
160,ECIL,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091862/']]
