,software,count,rand_urls,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
358,Ontological,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250613/,,,,,,,,,,SD,
359,EEMD,2,https://www.sciencedirect.com/science/article/pii/S2542660520300615?v=s5;https://api.elsevier.com/content/article/pii/S2542660520300615,,,,,,,,,,SD,
360,EPUAP,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462022/,,,,,,,,,,SD,
361,Pandemic Influenza Severity Assessment tool,2,https://www.ncbi.nlm.nih.gov/pubmed/31547606/;https://doi.org/10.3390/tropicalmed4040121,,,,,,,,,,SD,
362,RS Modification and Motif Analysis,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188828/,,,,,,,,,,SD,
363,phylog,2,https://doi.org/10.1038/s41598-019-40452-6;https://www.ncbi.nlm.nih.gov/pubmed/30842590/,,,,,,,,,,NCH,
364,3DSEARCH,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168536/,,,,,,,,,,NCH,
365,FUNCAT,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7100641/,,,,,,,,,,NCH,
366,CovSegNethybrid,1,https://arxiv.org/pdf/2012.01473v1.pdf,,,,,,,,,,NCH,
367,CENTER,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7210239/,,,,,,,,,,NCH,
368,Atmel Studio,1,https://arxiv.org/pdf/1902.09379v1.pdf;https://www.ncbi.nlm.nih.gov/pubmed/29877824/;https://doi.org/10.1109/tbcas.2018.2812222,,,,,,,,,,NCH,
369,SHEET,1,https://www.ncbi.nlm.nih.gov/pubmed/33219227/;https://doi.org/10.1038/s41597-020-00749-y,,,,,,,,,,NCH,
370,RegSMOImproved,1,https://www.ncbi.nlm.nih.gov/pubmed/27490990/;https://doi.org/10.1111/cbdd.12834,,,,,,,,,,NCH,
371,COVID Knowledge Extractor (COKE),1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7709174/,,,,,,,,,,NCH,
372,FlowJo®,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7544523/,,,,,,,,,,NCH,
373,Promide,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120660/,,,,,,,,,,NCH,
374,Topol,2,https://www.ncbi.nlm.nih.gov/pubmed/33442575/;https://doi.org/10.1159/000512681,,,,,,,,,,NCH,
375,ChemoStar Professional,4,https://www.ncbi.nlm.nih.gov/pubmed/31964246/;https://doi.org/10.1080/22221751.2020.1713705,,,,,,,,,,NCH,
376,PhylloZyme,1,https://doi.org/10.1111/pbi.13468;https://www.ncbi.nlm.nih.gov/pubmed/32799416/,,,,,,,,,,NCH,
377,InMotion,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462035/,,,,,,,,,,NCH,
378,Temephos,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4962925/,,,,,,,,,,NCH,
379,catRAPID express,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7458403/,,,,,,,,,,NCH,
380,SEPAS,1,https://doi.org/10.1021/acs.jproteome.0c00273;https://www.ncbi.nlm.nih.gov/pubmed/32551648/,,,,,,,,,,NCH,
381,LernRisk,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123823/,,,,,,,,,,NCH,
382,Graviton,3,https://arxiv.org/pdf/2010.13216v1.pdf,,,,,,,,,,NCH,
383,Buxco FinePointe,1,https://api.elsevier.com/content/article/pii/S0092867420301707;https://www.sciencedirect.com/science/article/pii/S0092867420301707;https://doi.org/10.1016/j.cell.2020.02.026;https://www.ncbi.nlm.nih.gov/pubmed/32142653/,,,,,,,,,,NCH,
384,DPOdactic,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314701/,,,,,,,,,,NCH,
385,google engine,1,https://doi.org/10.14740/jocmr4142;https://www.ncbi.nlm.nih.gov/pubmed/32362969/,,,,,,,,,,NCH,
386,SwissPDBViewer),1,https://www.sciencedirect.com/science/article/pii/S0168170210001231;https://api.elsevier.com/content/article/pii/S0168170210001231;https://doi.org/10.1016/j.virusres.2010.03.020;https://www.ncbi.nlm.nih.gov/pubmed/20398710/,,,,,,,,,,NCH,
387,AGM,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250608/,,,,,,,,,,NCH,
388,CLH,1,https://www.ncbi.nlm.nih.gov/pubmed/32993152/;https://doi.org/10.3390/foods9101369,,,,,,,,,,NCH,
389,Euk,13,https://www.ncbi.nlm.nih.gov/pubmed/28890846/;https://doi.org/10.7717/peerj.3561,,,,,,,,,,NCH,
390,DIVAs,3,https://doi.org/10.1007/s11042-020-09050-x;https://www.ncbi.nlm.nih.gov/pubmed/32837246/,,,,,,,,,,NCH,
391,ivD platform,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4975254/,,,,,,,,,,NCH,
392,Mass spec,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122056/,,,,,,,,,,NCH,
393,predisi,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223900/,,,,,,,,,,NCH,
394,NAOqi,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527154/,,,,,,,,,,NCH,
395,Fluidigm Digital Array TM,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3526318/,,,,,,,,,,NCH,
396,CLC Genomics Workbench (CLC Bio,1,https://www.ncbi.nlm.nih.gov/pubmed/30101189/;https://doi.org/10.1126/sciadv.aas9667,,,,,,,,,,NCH,
397,Calcusyn®,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104471/,,,,,,,,,,NCH,
398,ABI Inform,2,https://www.ncbi.nlm.nih.gov/pubmed/33499883/;https://doi.org/10.1186/s12992-021-00667-7,,,,,,,,,,NCH,
399,Allergen Online,1,https://doi.org/10.1371/journal.pone.0237181;https://www.ncbi.nlm.nih.gov/pubmed/32813697/,,,,,,,,,,NCH,
400,Cyclone,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103105/,,,,,,,,,,NCH,
401,XAMPP,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537262/,,,,,,,,,,NCH,
402,GenSript,1,https://doi.org/10.1101/2020.03.31.014639,,,,,,,,,,NCH,
403,ADSS,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088195/,,,,,,,,,,NCH,
404,MutantW,1,https://doi.org/10.1038/srep20918;https://www.ncbi.nlm.nih.gov/pubmed/26879383/,,,,,,,,,,NCH,
405,Cytometry List Mode Acquisition,1,https://www.ncbi.nlm.nih.gov/pubmed/25131332/;https://doi.org/10.1111/cmi.12339,,,,,,,,,,NCH,
406,Reveal LINQ,1,https://doi.org/10.1038/s41569-020-00445-9;https://www.ncbi.nlm.nih.gov/pubmed/33037325/,,,,,,,,,,NCH,
407,QM,1,https://arxiv.org/pdf/2101.01780v1.pdf,,,,,,,,,,NCH,
408,Flow Jo,14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7090450/,,,,,,,,,,NCH,
409,DROPimage Matrix,1,https://www.ncbi.nlm.nih.gov/pubmed/33134706/;https://doi.org/10.1021/acsomega.0c03917,,,,,,,,,,NCH,
410,Arelequin,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094720/,,,,,,,,,,NCH,
411,WebQuests,25,https://www.ncbi.nlm.nih.gov/pubmed/32834414/;https://doi.org/10.1016/j.compedu.2020.103979;https://api.elsevier.com/content/article/pii/S0360131520301779;https://www.sciencedirect.com/science/article/pii/S0360131520301779?v=s5,,,,,,,,,,NCH,
412,cur,2,https://arxiv.org/pdf/2007.04553v1.pdf,,,,,,,,,,NCH,
413,SIRemp,5,https://doi.org/10.1002/pra2.252;https://www.ncbi.nlm.nih.gov/pubmed/33173813/,,,,,,,,,,NCH,
414,CONQUEST,29,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7298177/,,,,,,,,,,NCH,
415,Review Manager,114,https://www.ncbi.nlm.nih.gov/pubmed/33302931/;https://doi.org/10.1186/s12916-020-01840-2,,,,,,,,,,NCH,
416,Postman,2,https://arxiv.org/pdf/2012.06502v1.pdf,,,,,,,,,,NCH,
417,23andMe,2,https://doi.org/10.1101/2020.07.25.210468,,,,,,,,,,NCH,
418,kuenm,2,https://doi.org/10.1101/2020.08.11.246991,,,,,,,,,,NCH,
419,computeReachtube,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439743/,,,,,,,,,,NCH,
420,CERQual,18,https://doi.org/10.1007/s00192-020-04494-z;https://www.ncbi.nlm.nih.gov/pubmed/32870341/,,,,,,,,,,NCH,
421,Isogrid,16,https://api.elsevier.com/content/article/pii/S2351978920315511;https://www.sciencedirect.com/science/article/pii/S2351978920315511,,,,,,,,,,NCH,
422,Curate Exposures,1,https://www.ncbi.nlm.nih.gov/pubmed/33275640/;https://doi.org/10.1371/journal.ppat.1009089,,,,,,,,,,NCH,
423,PRRTE,2,https://arxiv.org/pdf/2010.10517v1.pdf,,,,,,,,,,NCH,
424,Mobile Analysis Platform (MAP),1,https://www.ncbi.nlm.nih.gov/pubmed/33162783/;https://doi.org/10.1016/j.cej.2020.127575;https://www.sciencedirect.com/science/article/pii/S1385894720336974?v=s5;https://api.elsevier.com/content/article/pii/S1385894720336974,,,,,,,,,,NCH,
425,Schibsted Life,2,https://www.ncbi.nlm.nih.gov/pubmed/33302463/;https://doi.org/10.3390/ijerph17249164,,,,,,,,,,NCH,
426,Amplidiag® Analyzer,1,http://medrxiv.org/cgi/content/short/2020.07.03.20144758v1?rss=1;https://doi.org/10.1101/2020.07.03.20144758,,,,,,,,,,NCH,
427,MBSAP,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122347/,,,,,,,,,,NCH,
428,LoCost,20,https://www.ncbi.nlm.nih.gov/pubmed/32908977/;https://doi.org/10.1101/2020.09.04.283077,,,,,,,,,,NCH,
429,Kinsa Insights,1,https://arxiv.org/pdf/2007.00756v2.pdf,,,,,,,,,,NCH,
430,APSIM,1,https://www.sciencedirect.com/science/article/pii/S0308521X2030809X;https://api.elsevier.com/content/article/pii/S0308521X2030809X;https://doi.org/10.1016/j.agsy.2020.102948;https://www.ncbi.nlm.nih.gov/pubmed/32934435/,,,,,,,,,,NCH,
431,SaxoTraderGO,1,https://api.elsevier.com/content/article/pii/S001671852030230X;https://doi.org/10.1016/j.geoforum.2020.09.004;https://www.sciencedirect.com/science/article/pii/S001671852030230X;https://www.ncbi.nlm.nih.gov/pubmed/32981950/,,,,,,,,,,NCH,
432,Prometric,2,https://api.elsevier.com/content/article/pii/S089970712030317X;https://www.ncbi.nlm.nih.gov/pubmed/32957024/;https://www.sciencedirect.com/science/article/pii/S089970712030317X?v=s5;https://doi.org/10.1016/j.clinimag.2020.08.016,,,,,,,,,,NCH,
433,IPEDS,1,https://doi.org/10.1007/s11162-020-09615-7;https://www.ncbi.nlm.nih.gov/pubmed/33082619/,,,,,,,,,,NCH,
434,Statistical Package for the Social,1,https://www.ncbi.nlm.nih.gov/pubmed/32979249/;https://doi.org/10.1111/tbed.13853,,,,,,,,,,NCH,
435,SpectraWiz spectrometer,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7710726/,,,,,,,,,,NCH,
436,4000 Series Explorer,2,https://doi.org/10.1186/1756-8722-2-37;https://www.ncbi.nlm.nih.gov/pubmed/19709441/,,,,,,,,,,NCH,
437,Primus (,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4837377/,,,,,,,,,,NCH,
438,AIA,5,https://doi.org/10.1136/bmjgh-2020-003176;https://www.ncbi.nlm.nih.gov/pubmed/33472840/,,,,,,,,,,NCH,
439,Rcpp,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6835268/,,,,,,,,,,NCH,
440,MEDS,1,https://doi.org/10.3390/v12111285;https://www.ncbi.nlm.nih.gov/pubmed/33182765/,,,,,,,,,,NCH,
441,Living Image,17,https://doi.org/10.1038/s41598-017-03852-0;https://www.ncbi.nlm.nih.gov/pubmed/28620164/,,,,,,,,,,NCH,
442,Priv,1,https://arxiv.org/pdf/2101.07235v1.pdf,,,,,,,,,,NCH,
443,AckermAnn,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7237802/,,,,,,,,,,NCH,
444,M5STACK,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7340922/,,,,,,,,,,NCH,
445,SFIDE,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302819/,,,,,,,,,,NCH,
446,PrimerCompare,1,https://doi.org/10.1101/2020.09.29.20204131;http://medrxiv.org/cgi/content/short/2020.09.29.20204131v1?rss=1,,,,,,,,,,NCH,
447,DNAMLK,2,https://doi.org/10.1101/2020.08.13.249086,,,,,,,,,,NCH,
448,BootScanSiScan in Recombination Detection Program,1,https://www.ncbi.nlm.nih.gov/pubmed/30102851/;https://doi.org/10.1111/tbed.12991,,,,,,,,,,NCH,
449,NetPathOntoCancro,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7799312/,,,,,,,,,,NCH,
450,Q3B,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326550/,,,,,,,,,,NCH,
451,FERG,1,https://www.sciencedirect.com/science/article/pii/B9780123786128000081;https://api.elsevier.com/content/article/pii/B9780123786128000081,,,,,,,,,,NCH,
452,Condmat,4,https://doi.org/10.3390/e22020242;https://www.ncbi.nlm.nih.gov/pubmed/33286016/,,,,,,,,,,NCH,
453,Filemaker Pro,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400751/,,,,,,,,,,NCH,
454,SLP,1,https://arxiv.org/pdf/2008.09035v1.pdf,,,,,,,,,,NCH,
455,TopNetTree,1,https://arxiv.org/pdf/2006.10584v1.pdf,,,,,,,,,,NCH,
456,Cytoscape3,5,https://www.ncbi.nlm.nih.gov/pubmed/33381519/;https://doi.org/10.3389/fmolb.2020.577285,,,,,,,,,,NCH,
457,Statistica,83,https://doi.org/10.3389/fpsyg.2020.586074;https://www.ncbi.nlm.nih.gov/pubmed/33192917/,,,,,,,,,,NCH,
458,CBTOPE,16,https://www.ncbi.nlm.nih.gov/pubmed/28984193/;https://doi.org/10.1186/s12864-017-4024-8,,,,,,,,,,NCH,
459,R pROC package,1,https://www.ncbi.nlm.nih.gov/pubmed/33024092/;https://doi.org/10.1038/s41467-020-18684-2,,,,,,,,,,NCH,
460,SNPsplit,2,https://www.ncbi.nlm.nih.gov/pubmed/33442682/;https://doi.org/10.1101/2021.01.03.425167,,,,,,,,,,NCH,
461,SHAPEKnots,1,https://www.ncbi.nlm.nih.gov/pubmed/33444546/;https://doi.org/10.1016/j.molcel.2020.12.041;https://www.sciencedirect.com/science/article/pii/S109727652030962X?v=s5;https://api.elsevier.com/content/article/pii/S109727652030962X,,,,,,,,,,NCH,
462,DEDICATED,1,https://www.sciencedirect.com/science/article/pii/S0020748920302674?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33080475/;https://doi.org/10.1016/j.ijnurstu.2020.103781;https://api.elsevier.com/content/article/pii/S0020748920302674,,,,,,,,,,NCH,
463,Moliso,1,https://api.elsevier.com/content/article/pii/S0968089610006085;https://www.sciencedirect.com/science/article/pii/S0968089610006085;https://doi.org/10.1016/j.bmc.2010.06.080;https://www.ncbi.nlm.nih.gov/pubmed/20634077/,,,,,,,,,,NCH,
464,LBDI,1,https://www.sciencedirect.com/science/article/pii/S004016251200039X;https://www.ncbi.nlm.nih.gov/pubmed/32287411/;https://doi.org/10.1016/j.techfore.2012.02.002;https://api.elsevier.com/content/article/pii/S004016251200039X,,,,,,,,,,NCH,
465,Dendextend,1,https://doi.org/10.1101/2020.11.04.358739,,,,,,,,,,NCH,
466,Worldometers,4,https://doi.org/10.1007/s11071-020-05863-5;https://www.ncbi.nlm.nih.gov/pubmed/32836818/,,,,,,,,,,NCH,
467,MSAProbs,3,https://doi.org/10.1101/2020.07.16.207951,,,,,,,,,,NCH,
468,forum,2,https://arxiv.org/pdf/2010.01150v1.pdf,,,,,,,,,,NCH,
469,UEL,1,https://doi.org/10.1016/j.compbiomed.2020.103963;https://api.elsevier.com/content/article/pii/S0010482520302961;https://www.sciencedirect.com/science/article/pii/S0010482520302961?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32828990/,,,,,,,,,,NCH,
470,Lasergene DNASTAR),1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268178/,,,,,,,,,,NCH,
471,FAIR,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7279931/,,,,,,,,,,NCH,
472,InfluxData,2,https://www.sciencedirect.com/science/article/pii/S2352648320300398?v=s5;https://doi.org/10.1016/j.smhl.2020.100147;https://api.elsevier.com/content/article/pii/S2352648320300398;https://www.ncbi.nlm.nih.gov/pubmed/33251320/,,,,,,,,,,NCH,
473,OS MasterMap Open Greenspace Layer,1,https://doi.org/10.1371/journal.pone.0241102;https://www.ncbi.nlm.nih.gov/pubmed/33095838/,,,,,,,,,,NCH,
474,statistical Package for Social Sciences,1,https://www.ncbi.nlm.nih.gov/pubmed/33461877/;https://doi.org/10.1016/j.clae.2021.01.005;https://api.elsevier.com/content/article/pii/S1367048421000096;https://www.sciencedirect.com/science/article/pii/S1367048421000096,,,,,,,,,,NCH,
475,addreg,1,https://www.ncbi.nlm.nih.gov/pubmed/32418559/;https://doi.org/10.1017/s0950268820001065,,,,,,,,,,NCH,
476,MAAM,1,https://www.ncbi.nlm.nih.gov/pubmed/32836799/;https://doi.org/10.1007/s11002-020-09526-8,,,,,,,,,,NCH,
477,imputer,1,https://doi.org/10.1016/j.matpr.2020.11.117;https://www.ncbi.nlm.nih.gov/pubmed/33224735/;https://www.sciencedirect.com/science/article/pii/S221478532038723X?v=s5;https://api.elsevier.com/content/article/pii/S221478532038723X,,,,,,,,,,NCH,
478,KNApSAcK,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7798278/,,,,,,,,,,NCH,
479,HyperDocs,159,https://www.ncbi.nlm.nih.gov/pubmed/32834414/;https://doi.org/10.1016/j.compedu.2020.103979;https://api.elsevier.com/content/article/pii/S0360131520301779;https://www.sciencedirect.com/science/article/pii/S0360131520301779?v=s5,,,,,,,,,,NCH,
480,Indri search engine,1,https://arxiv.org/pdf/2011.12684v2.pdf,,,,,,,,,,NCH,
481,ASE Echo,1,https://doi.org/10.1007/s11886-020-01310-4;https://www.ncbi.nlm.nih.gov/pubmed/32561996/,,,,,,,,,,NCH,
482,UIowaS,1,https://arxiv.org/pdf/2010.06467v1.pdf,,,,,,,,,,NCH,
483,NordiQC,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7550230/,,,,,,,,,,NCH,
484,SPSS for Window,1,https://www.sciencedirect.com/science/article/pii/S0266613806000568;https://www.ncbi.nlm.nih.gov/pubmed/17055624/;https://api.elsevier.com/content/article/pii/S0266613806000568,,,,,,,,,,NCH,
485,Picture Archiving and Communication Systems (,1,https://doi.org/10.1186/s12879-020-05683-3;https://www.ncbi.nlm.nih.gov/pubmed/33308183/,,,,,,,,,,NCH,
486,Arduino Software / Integrated Development Environment (IDE),1,https://doi.org/10.1007/s40860-020-00128-9;https://www.ncbi.nlm.nih.gov/pubmed/33457191/,,,,,,,,,,NCH,
487,Fiji ImageJ,10,https://www.ncbi.nlm.nih.gov/pubmed/32937986/;https://doi.org/10.3390/s20185247,,,,,,,,,,NCH,
488,MAstV,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454415/,,,,,,,,,,NCH,
489,AeroVanc,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167879/,,,,,,,,,,NCH,
490,LISFLOOD,8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206312/,,,,,,,,,,NCH,
491,Smart System of Disease Management (SSDM,1,https://www.ncbi.nlm.nih.gov/pubmed/32838309/;https://doi.org/10.1016/s2665-9913(20)30227-7;https://www.sciencedirect.com/science/article/pii/S2665991320302277;https://api.elsevier.com/content/article/pii/S2665991320302277,,,,,,,,,,NCH,
492,DNSMON,1,https://arxiv.org/pdf/2101.05030v1.pdf,,,,,,,,,,NCH,
493,DTC Bypath,1,https://www.ncbi.nlm.nih.gov/pubmed/33322141/;https://doi.org/10.3390/s20247140,,,,,,,,,,NCH,
494,GERDA,6,https://arxiv.org/pdf/2006.09780v1.pdf,,,,,,,,,,NCH,
495,Walker2d,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206262/,,,,,,,,,,NCH,
496,GENESCAN,1,https://www.ncbi.nlm.nih.gov/pubmed/18989457/;https://doi.org/10.1371/journal.pgen.1000251,,,,,,,,,,NCH,
497,SANA,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088195/,,,,,,,,,,NCH,
498,CAMRT,1,https://doi.org/10.1016/j.jmir.2019.07.011;https://api.elsevier.com/content/article/pii/S1939865417301157;https://www.ncbi.nlm.nih.gov/pubmed/31623975/;https://www.sciencedirect.com/science/article/pii/S1939865417301157,,,,,,,,,,NCH,
499,LDPO,1,https://www.sciencedirect.com/science/article/pii/S0933365719302635?v=s5;https://api.elsevier.com/content/article/pii/S0933365719302635;https://doi.org/10.1016/j.artmed.2020.101878;https://www.ncbi.nlm.nih.gov/pubmed/32425358/,,,,,,,,,,NCH,
500,EADock ESS,1,https://arxiv.org/pdf/2003.10642v2.pdf,,,,,,,,,,NCH,
501,Linux Lubuntu,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7276260/,,,,,,,,,,NCH,
502,UIT,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7404853/,,,,,,,,,,NCH,
503,GEIC,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7806255/,,,,,,,,,,NCH,
504,EUCAST,16,https://doi.org/10.1016/j.cmi.2020.08.008;https://api.elsevier.com/content/article/pii/S1198743X20304894;https://www.sciencedirect.com/science/article/pii/S1198743X20304894?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32827714/,,,,,,,,,,NCH,
505,geneious,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4251355/,,,,,,,,,,NCH,
506,Isolite,1,https://www.sciencedirect.com/science/article/pii/S0002817714611454;https://api.elsevier.com/content/article/pii/S0002817714611454;https://www.ncbi.nlm.nih.gov/pubmed/23115148/,,,,,,,,,,NCH,
507,BertViz,2,https://arxiv.org/pdf/2010.02494v1.pdf,,,,,,,,,,NCH,
508,MINT,22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275871/,,,,,,,,,,NCH,
509,FIGURA,2,https://api.elsevier.com/content/article/pii/S1138359320301957;https://www.ncbi.nlm.nih.gov/pubmed/32600935/;https://www.sciencedirect.com/science/article/pii/S1138359320301957?v=s5;https://doi.org/10.1016/j.semerg.2020.06.003,,,,,,,,,,NCH,
510,CIMIT Medical Device Plug - and - Play (MDPnP),1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7097478/,,,,,,,,,,NCH,
511,ChexNet,2,https://arxiv.org/pdf/2011.01787v1.pdf,,,,,,,,,,NCH,
512,SpaCy,2,https://doi.org/10.1101/2020.12.07.20243881;http://medrxiv.org/cgi/content/short/2020.12.07.20243881v1?rss=1,,,,,,,,,,NCH,
513,MSLT,1,https://doi.org/10.1186/s12916-019-1259-z;https://www.ncbi.nlm.nih.gov/pubmed/30704529/,,,,,,,,,,NCH,
514,32,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119934/,,,,,,,,,,NCH,
515,TensorLy,1,https://www.ncbi.nlm.nih.gov/pubmed/32640742/;https://doi.org/10.3390/ijerph17134872,,,,,,,,,,NCH,
516,NADT,1,https://academic.oup.com/cid/article-pdf/54/suppl_2/S153/20938419/cir1060.pdf,,,,,,,,,,NCH,
517,BlueEHR,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7437110/,,,,,,,,,,NCH,
518,odinger Suite,1,https://doi.org/10.1080/07391102.2020.1868335;https://www.ncbi.nlm.nih.gov/pubmed/33382023/,,,,,,,,,,NCH,
519,iSeeRNA,2,https://www.ncbi.nlm.nih.gov/pubmed/26697116/;https://doi.org/10.1186/s13040-015-0075-z,,,,,,,,,,NCH,
520,mlinfo,1,https://www.ncbi.nlm.nih.gov/pubmed/22295056/;https://doi.org/10.1371/journal.pone.0028268,,,,,,,,,,NCH,
521,NCSI,1,https://doi.org/10.1016/j.scib.2020.04.043;https://www.ncbi.nlm.nih.gov/pubmed/32373394/;https://api.elsevier.com/content/article/pii/S2095927320302814;https://www.sciencedirect.com/science/article/pii/S2095927320302814?v=s5,,,,,,,,,,NCH,
522,- BLAST),2,https://doi.org/10.3389/fmicb.2020.577497;https://www.ncbi.nlm.nih.gov/pubmed/33365016/,,,,,,,,,,NCH,
523,Statute Square,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120968/,,,,,,,,,,NCH,
524,Madhesive,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314705/,,,,,,,,,,NCH,
525,mPloc,4,https://www.ncbi.nlm.nih.gov/pubmed/28890846/;https://doi.org/10.7717/peerj.3561,,,,,,,,,,NCH,
526,ComCare,1,https://doi.org/10.3205/zma001387;https://www.ncbi.nlm.nih.gov/pubmed/33364373/,,,,,,,,,,NCH,
527,MROAST R package,2,https://doi.org/10.1101/2020.12.29.424739,,,,,,,,,,NCH,
528,Telco,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120818/,,,,,,,,,,NCH,
529,GeneBee,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7089174/,,,,,,,,,,NCH,
530,PSCAN,2,https://www.ncbi.nlm.nih.gov/pubmed/25534508/;https://doi.org/10.1186/1471-2164-15-1161,,,,,,,,,,NCH,
531,PALM,20,https://www.ncbi.nlm.nih.gov/pubmed/32834511/;https://api.elsevier.com/content/article/pii/S0925753520302630;https://doi.org/10.1016/j.ssci.2020.104866;https://www.sciencedirect.com/science/article/pii/S0925753520302630?v=s5,,,,,,,,,,NCH,
532,Comcast,1,https://arxiv.org/pdf/2012.09850v2.pdf,,,,,,,,,,NCH,
533,CoreWeave,1,https://doi.org/10.1101/2020.06.27.175430;https://www.ncbi.nlm.nih.gov/pubmed/32637963/,,,,,,,,,,NCH,
534,DCCNAL,1,https://arxiv.org/pdf/2012.02825v1.pdf,,,,,,,,,,NCH,
535,ECMO,3,https://api.elsevier.com/content/article/pii/S0122726220300811;https://www.sciencedirect.com/science/article/pii/S0122726220300811?v=s5,,,,,,,,,,NCH,
536,Raspbian Buster,1,https://arxiv.org/pdf/2010.05247v1.pdf,,,,,,,,,,NCH,
537,NVERE,1,https://doi.org/10.1002/gch2.202000067;https://www.ncbi.nlm.nih.gov/pubmed/33173592/,,,,,,,,,,NCH,
538,Data Acquisition,1,https://doi.org/10.1371/journal.ppat.1005817;https://www.ncbi.nlm.nih.gov/pubmed/27579713/,,,,,,,,,,NCH,
539,Cytobank FCS File Concatenation,1,https://doi.org/10.1101/2020.09.24.311498,,,,,,,,,,NCH,
540,WooTube,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7652918/,,,,,,,,,,NCH,
541,ROTACS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103198/,,,,,,,,,,NCH,
542,Zen2011,1,https://www.ncbi.nlm.nih.gov/pubmed/26166259/;https://www.sciencedirect.com/science/article/pii/S1094553915000747;https://doi.org/10.1016/j.pupt.2015.07.001;https://api.elsevier.com/content/article/pii/S1094553915000747,,,,,,,,,,NCH,
543,HSA,1,https://www.ncbi.nlm.nih.gov/pubmed/32918236/;https://doi.org/10.1007/s10822-020-00341-x,,,,,,,,,,NCH,
